Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes,Election Day,AV Counting Boards,Early Voting
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (DEM)",01000000-5ca2-fec1-b4f0-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Democrat,4,4,0,0
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Bay) (DEM)",01000000-5ca2-fec1-af0e-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Democrat,0,0,0,0
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (DEM)",01000000-5ca2-fec1-b3dd-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Cindy Weir,Democrat,649,201,407,41
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (DEM)",01000000-5ca2-fec1-b3dd-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Joe Weir,Democrat,525,146,345,34
"Delegate to County Convention for City of Midland, Ward 2, Precinct 4 (DEM)",01000000-5ca2-fec1-b3dd-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Democrat,7,7,0,0
"Delegate to County Convention for Edenville Township, Precinct 1 (DEM)",01000000-5ca2-fec1-b83f-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Democrat,27,25,0,2
"Delegate to County Convention for Larkin Township, Precinct 2 (DEM)",01000000-5ca2-fec1-bcb7-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Democrat,22,18,4,0
"Delegate to County Convention for Homer Township, Precinct 3 (DEM)",01000000-5ca2-fec1-b9c0-08dedc55e1d8,"Homer Township, Precinct 3",AnnMarie Horseman,Democrat,180,171,0,9
"Delegate to County Convention for Homer Township, Precinct 3 (DEM)",01000000-5ca2-fec1-b9c0-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Democrat,1,0,0,1
"Delegate to County Convention for Jerome Township, Precinct 2 (REP)",01000000-5ca2-fec1-ddab-08dedc55e1d8,"Jerome Township, Precinct 2",Evan M. Burdick,Republican,112,58,53,1
"Delegate to County Convention for Jerome Township, Precinct 2 (REP)",01000000-5ca2-fec1-ddab-08dedc55e1d8,"Jerome Township, Precinct 2",Jason Cryderman,Republican,123,61,61,1
"Delegate to County Convention for Jerome Township, Precinct 2 (REP)",01000000-5ca2-fec1-ddab-08dedc55e1d8,"Jerome Township, Precinct 2",Scott Holzinger,Republican,227,123,95,9
"Delegate to County Convention for Jerome Township, Precinct 2 (REP)",01000000-5ca2-fec1-ddab-08dedc55e1d8,"Jerome Township, Precinct 2",Laura E. Norcutt,Republican,107,50,56,1
"Delegate to County Convention for Jerome Township, Precinct 2 (REP)",01000000-5ca2-fec1-ddab-08dedc55e1d8,"Jerome Township, Precinct 2",Write-in,Republican,1,1,0,0
"Delegate to County Convention for Hope Township, Precinct 1 (DEM)",01000000-5ca2-fec1-ba2d-08dedc55e1d8,"Hope Township, Precinct 1",Write-in,Democrat,4,4,0,0
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Austin Rapanos,Republican,263,122,128,13
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Carolee T. Rolf,Republican,216,90,115,11
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Fred Rolf,Republican,238,107,119,12
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Jennifer Sanchez,Republican,237,107,116,14
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Holly Wetzel,Republican,220,101,108,11
"Delegate to County Convention for City of Midland, Ward 4, Precinct 8 (REP)",01000000-5ca2-fec1-d152-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Republican,3,3,0,0
Township Treasurer Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c7f6-08dedc55e1d8,"Midland Township, Precinct 1",Haley Wenzlick,Republican,239,232,0,7
Township Treasurer Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c7f6-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Republican,2,2,0,0
"Delegate to County Convention for Mills Township, Precinct 1 (REP)",01000000-5ca2-fec1-e1c9-08dedc55e1d8,"Mills Township, Precinct 1",Myron Greene,Republican,185,182,0,3
"Delegate to County Convention for Mills Township, Precinct 1 (REP)",01000000-5ca2-fec1-e1c9-08dedc55e1d8,"Mills Township, Precinct 1",Tamara Myers-Greene,Republican,128,125,0,3
"Delegate to County Convention for Mills Township, Precinct 1 (REP)",01000000-5ca2-fec1-e1c9-08dedc55e1d8,"Mills Township, Precinct 1",Greg J. Schachtner,Republican,129,127,0,2
"Delegate to County Convention for Mills Township, Precinct 1 (REP)",01000000-5ca2-fec1-e1c9-08dedc55e1d8,"Mills Township, Precinct 1",Janet Schachtner,Republican,115,113,0,2
"Delegate to County Convention for Mills Township, Precinct 1 (REP)",01000000-5ca2-fec1-e1c9-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Republican,5,5,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Coleman, Precinct 1",Bill G. Schuette,Republican,110,103,0,7
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Coleman, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Bill G. Schuette,Republican,296,142,135,19
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Bill G. Schuette,Republican,246,129,114,3
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Bill G. Schuette,Republican,298,117,166,15
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Bill G. Schuette,Republican,365,168,180,17
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Republican,2,2,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Bill G. Schuette,Republican,403,204,187,12
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Bill G. Schuette,Republican,475,203,241,31
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Bill G. Schuette,Republican,435,178,246,11
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Bill G. Schuette,Republican,409,184,204,21
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Bill G. Schuette,Republican,340,185,151,4
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Bill G. Schuette,Republican,442,205,216,21
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Edenville Township, Precinct 1",Bill G. Schuette,Republican,354,352,0,2
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Geneva Township, Precinct 1",Bill G. Schuette,Republican,152,150,0,2
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Geneva Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Greendale Township, Precinct 1",Bill G. Schuette,Republican,207,199,0,8
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Greendale Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 1",Bill G. Schuette,Republican,128,128,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 2",Bill G. Schuette,Republican,154,152,0,2
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 2",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 3",Bill G. Schuette,Republican,180,175,0,5
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Republican,2,2,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Hope Township, Precinct 1",Bill G. Schuette,Republican,223,215,0,8
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Hope Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Ingersoll Township, Precinct 1",Bill G. Schuette,Republican,201,196,0,5
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Ingersoll Township, Precinct 2",Bill G. Schuette,Republican,134,133,0,1
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Ingersoll Township, Precinct 2",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jasper Township, Precinct 1",Bill G. Schuette,Republican,126,126,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jasper Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jerome Township, Precinct 1",Bill G. Schuette,Republican,288,123,157,8
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jerome Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jerome Township, Precinct 2",Bill G. Schuette,Republican,306,156,141,9
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Jerome Township, Precinct 2",Write-in,Republican,2,2,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Larkin Township, Precinct 1",Bill G. Schuette,Republican,413,227,175,11
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Larkin Township, Precinct 2",Bill G. Schuette,Republican,513,305,190,18
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Republican,7,2,4,1
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lee Township, Precinct 1",Bill G. Schuette,Republican,194,193,0,1
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lee Township, Precinct 1",Write-in,Republican,2,2,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lee Township, Precinct 2",Bill G. Schuette,Republican,186,179,0,7
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lee Township, Precinct 2",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lincoln Township, Precinct 1",Bill G. Schuette,Republican,362,355,0,7
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Midland Township, Precinct 1",Bill G. Schuette,Republican,266,259,0,7
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Mills Township, Precinct 1",Bill G. Schuette,Republican,241,238,0,3
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Republican,1,1,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Bill G. Schuette,Republican,197,193,0,4
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Republican,2,2,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Porter Township, Precinct 1",Bill G. Schuette,Republican,137,134,0,3
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Warren Township, Precinct 1",Bill G. Schuette,Republican,264,263,0,1
Representative in State Legislature 95th District (REP),01000000-5ca2-fec1-c35a-08dedc55e1d8,"Warren Township, Precinct 1",Write-in,Republican,1,1,0,0
"Delegate to County Convention for Porter Township, Precinct 1 (REP)",01000000-5ca2-fec1-e336-08dedc55e1d8,"Porter Township, Precinct 1",Tiffany Souders,Republican,117,115,0,2
"Delegate to County Convention for Porter Township, Precinct 1 (REP)",01000000-5ca2-fec1-e336-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Republican,2,2,0,0
"Delegate to County Convention for Ingersoll Township, Precinct 1 (DEM)",01000000-5ca2-fec1-ba83-08dedc55e1d8,"Ingersoll Township, Precinct 1",Write-in,Democrat,27,26,0,1
"Delegate to County Convention for Jasper Township, Precinct 1 (REP)",01000000-5ca2-fec1-daaf-08dedc55e1d8,"Jasper Township, Precinct 1",Write-in,Republican,12,12,0,0
"Delegate to County Convention for Lincoln Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bda6-08dedc55e1d8,"Lincoln Township, Precinct 1",Douglas Hill,Democrat,268,253,0,15
"Delegate to County Convention for Lincoln Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bda6-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Democrat,2,2,0,0
"Delegate to County Convention for Larkin Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bc4b-08dedc55e1d8,"Larkin Township, Precinct 1",Jill Haver-Crissman,Democrat,207,72,125,10
"Delegate to County Convention for Larkin Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bc4b-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Democrat,2,1,1,0
Township Clerk Partial Term Ending 11/20/2028 for Larkin Township (DEM),01000000-5ca2-fec1-abda-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Democrat,34,16,17,1
Township Clerk Partial Term Ending 11/20/2028 for Larkin Township (DEM),01000000-5ca2-fec1-abda-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Democrat,41,22,16,3
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"City of Coleman, Precinct 1",Ben Ambrose,Democrat,45,45,0,0
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"City of Coleman, Precinct 1",Jamie Hill,Democrat,43,40,0,3
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"City of Coleman, Precinct 1",Clyde Welford,Democrat,4,4,0,0
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"City of Coleman, Precinct 1",Write-in,Democrat,0,0,0,0
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"Edenville Township, Precinct 1",Ben Ambrose,Democrat,86,82,0,4
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"Edenville Township, Precinct 1",Jamie Hill,Democrat,105,102,0,3
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"Edenville Township, Precinct 1",Clyde Welford,Democrat,29,28,0,1
Representative in Congress 2nd District (DEM),01000000-5ca2-fec1-a77c-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Democrat,1,1,0,0
