Precinct,"No Nomination",Write-In,"Total Votes Cast",Undervotes/Overvotes,"Total Ballots Cast","Registered Voters"
"Richmond Township Precinct 1",-,12,12,222,234,639
Totals,-,12,12,222,234,639

