1442	Democratic Primary	United States Senator	State of Michigan
1452	Republican Primary	United States Senator	State of Michigan
1443	Democratic Primary	Representative in Congress	Congressional District 1
1517	Republican Primary	Representative in Congress	Congressional District 1
1497	Democratic Primary	Representative in State Legislature	District 109
1458	Republican Primary	Representative in State Legislature	District 109
1455	Democratic Primary	Representative in State Legislature	District 110
1453	Republican Primary	Representative in State Legislature	District 110
1461	Democratic Primary	Township Supervisor	Champion Township
1579	Republican Primary	Township Supervisor	Champion Township
1557	Democratic Primary	Township Supervisor	Chocolay Charter Township
1580	Republican Primary	Township Supervisor	Chocolay Charter Township
1469	Democratic Primary	Township Supervisor	Ely Township
1581	Republican Primary	Township Supervisor	Ely Township
1558	Democratic Primary	Township Supervisor	Ewing Township
1582	Republican Primary	Township Supervisor	Ewing Township
1477	Democratic Primary	Township Supervisor	Forsyth Township
1583	Republican Primary	Township Supervisor	Forsyth Township
1485	Democratic Primary	Township Supervisor	Humboldt Township
1488	Republican Primary	Township Supervisor	Humboldt Township
1492	Democratic Primary	Township Supervisor	Ishpeming Township
1584	Republican Primary	Township Supervisor	Ishpeming Township
1498	Democratic Primary	Township Supervisor	Marquette Charter Township
1585	Republican Primary	Township Supervisor	Marquette Charter Township
1503	Democratic Primary	Township Supervisor	Michigamme Township
1586	Republican Primary	Township Supervisor	Michigamme Township
1507	Democratic Primary	Township Supervisor	Negaunee Township
1587	Republican Primary	Township Supervisor	Negaunee Township
1513	Democratic Primary	Township Supervisor	Powell Township
1588	Republican Primary	Township Supervisor	Powell Township
1518	Democratic Primary	Township Supervisor	Republic Township
1589	Republican Primary	Township Supervisor	Republic Township
1522	Democratic Primary	Township Supervisor	Richmond Township
1590	Republican Primary	Township Supervisor	Richmond Township
1526	Democratic Primary	Township Supervisor	Sands Township
1591	Republican Primary	Township Supervisor	Sands Township
1559	Democratic Primary	Township Supervisor	Skandia Township
1592	Republican Primary	Township Supervisor	Skandia Township
1535	Democratic Primary	Township Supervisor	Tilden Township
1538	Republican Primary	Township Supervisor	Tilden Township
1541	Democratic Primary	Township Supervisor	Turin Township
1593	Republican Primary	Township Supervisor	Turin Township
1546	Democratic Primary	Township Supervisor	Wells Township
1594	Republican Primary	Township Supervisor	Wells Township
1550	Democratic Primary	Township Supervisor	West Branch Township
1595	Republican Primary	Township Supervisor	West Branch Township
1462	Democratic Primary	Township Clerk	Champion Township
1596	Republican Primary	Township Clerk	Champion Township
1466	Democratic Primary	Township Clerk	Chocolay Charter Township
1597	Republican Primary	Township Clerk	Chocolay Charter Township
1470	Democratic Primary	Township Clerk	Ely Township
1598	Republican Primary	Township Clerk	Ely Township
1474	Democratic Primary	Township Clerk	Ewing Township
1599	Republican Primary	Township Clerk	Ewing Township
1478	Democratic Primary	Township Clerk	Forsyth Township
1481	Republican Primary	Township Clerk	Forsyth Township
1486	Democratic Primary	Township Clerk	Humboldt Township
1489	Republican Primary	Township Clerk	Humboldt Township
1493	Democratic Primary	Township Clerk	Ishpeming Township
1600	Republican Primary	Township Clerk	Ishpeming Township
1499	Democratic Primary	Township Clerk	Marquette Charter Township
1601	Republican Primary	Township Clerk	Marquette Charter Township
1504	Democratic Primary	Township Clerk	Michigamme Township
1602	Republican Primary	Township Clerk	Michigamme Township
1508	Democratic Primary	Township Clerk	Negaunee Township
1603	Republican Primary	Township Clerk	Negaunee Township
1514	Democratic Primary	Township Clerk	Powell Township
1604	Republican Primary	Township Clerk	Powell Township
1519	Democratic Primary	Township Clerk	Republic Township
1605	Republican Primary	Township Clerk	Republic Township
1523	Democratic Primary	Township Clerk	Richmond Township
1606	Republican Primary	Township Clerk	Richmond Township
1527	Democratic Primary	Township Clerk	Sands Township
1607	Republican Primary	Township Clerk	Sands Township
1531	Democratic Primary	Township Clerk	Skandia Township
1608	Republican Primary	Township Clerk	Skandia Township
1536	Democratic Primary	Township Clerk	Tilden Township
1539	Republican Primary	Township Clerk	Tilden Township
