Precinct,"No Nomination",Write-In,"Total Votes Cast",Undervotes/Overvotes,"Total Ballots Cast","Registered Voters"
"Negaunee Township Precinct 1",-,13,13,"1,045","1,058","2,662"
Totals,-,13,13,"1,045","1,058","2,662"

