Contest,Candidate,Party,Precinct,Votes
Governor for State (REP),Tudor M. Dixon,,City of Mt. Pleasant Precinct 3,135
Governor for State (REP),Ryan D. Kelley,,City of Mt. Pleasant Precinct 3,71
Governor for State (REP),Ralph Rebandt,,City of Mt. Pleasant Precinct 3,17
Governor for State (REP),Kevin Rinke,,City of Mt. Pleasant Precinct 3,90
Governor for State (REP),Garrett Soldano,,City of Mt. Pleasant Precinct 3,34
Governor for State (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,9
Governor for State (REP),Tudor M. Dixon,,City of Mt. Pleasant Precinct 4,63
Governor for State (REP),Ryan D. Kelley,,City of Mt. Pleasant Precinct 4,25
Governor for State (REP),Ralph Rebandt,,City of Mt. Pleasant Precinct 4,16
Governor for State (REP),Kevin Rinke,,City of Mt. Pleasant Precinct 4,52
Governor for State (REP),Garrett Soldano,,City of Mt. Pleasant Precinct 4,23
Governor for State (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,4
Governor for State (REP),Tudor M. Dixon,,City of Mt. Pleasant Precinct 5,82
Governor for State (REP),Ryan D. Kelley,,City of Mt. Pleasant Precinct 5,32
Governor for State (REP),Ralph Rebandt,,City of Mt. Pleasant Precinct 5,7
Governor for State (REP),Kevin Rinke,,City of Mt. Pleasant Precinct 5,40
Governor for State (REP),Garrett Soldano,,City of Mt. Pleasant Precinct 5,20
Governor for State (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,5
Governor for State (REP),Tudor M. Dixon,,Coe Township Precinct 1,83
Governor for State (REP),Ryan D. Kelley,,Coe Township Precinct 1,54
Governor for State (REP),Ralph Rebandt,,Coe Township Precinct 1,8
Governor for State (REP),Kevin Rinke,,Coe Township Precinct 1,81
Governor for State (REP),Garrett Soldano,,Coe Township Precinct 1,39
Governor for State (REP),Write-In (WRITE-IN),,Coe Township Precinct 1,2
Governor for State (REP),Tudor M. Dixon,,Coe Township Precinct 2,56
Governor for State (REP),Ryan D. Kelley,,Coe Township Precinct 2,43
Governor for State (REP),Ralph Rebandt,,Coe Township Precinct 2,8
Governor for State (REP),Kevin Rinke,,Coe Township Precinct 2,60
Governor for State (REP),Garrett Soldano,,Coe Township Precinct 2,34
Governor for State (REP),Write-In (WRITE-IN),,Coe Township Precinct 2,1
Governor for State (REP),Tudor M. Dixon,,Coldwater Township Precinct 1,43
Governor for State (REP),Ryan D. Kelley,,Coldwater Township Precinct 1,22
Governor for State (REP),Ralph Rebandt,,Coldwater Township Precinct 1,4
Governor for State (REP),Kevin Rinke,,Coldwater Township Precinct 1,41
Governor for State (REP),Garrett Soldano,,Coldwater Township Precinct 1,24
Governor for State (REP),Write-In (WRITE-IN),,Coldwater Township Precinct 1,1
Governor for State (REP),Tudor M. Dixon,,Deerfield Township Precinct 1,133
Governor for State (REP),Ryan D. Kelley,,Deerfield Township Precinct 1,63
Governor for State (REP),Ralph Rebandt,,Deerfield Township Precinct 1,9
Governor for State (REP),Kevin Rinke,,Deerfield Township Precinct 1,80
Governor for State (REP),Garrett Soldano,,Deerfield Township Precinct 1,34
Governor for State (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 1,1
Governor for State (REP),Tudor M. Dixon,,Deerfield Township Precinct 2,71
Governor for State (REP),Ryan D. Kelley,,Deerfield Township Precinct 2,41
Governor for State (REP),Ralph Rebandt,,Deerfield Township Precinct 2,14
Governor for State (REP),Kevin Rinke,,Deerfield Township Precinct 2,58
Governor for State (REP),Garrett Soldano,,Deerfield Township Precinct 2,31
Governor for State (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 2,0
Governor for State (REP),Tudor M. Dixon,,Denver Township Precinct 1,46
Governor for State (REP),Ryan D. Kelley,,Denver Township Precinct 1,19
Governor for State (REP),Ralph Rebandt,,Denver Township Precinct 1,2
Governor for State (REP),Kevin Rinke,,Denver Township Precinct 1,44
Governor for State (REP),Garrett Soldano,,Denver Township Precinct 1,35
Governor for State (REP),Write-In (WRITE-IN),,Denver Township Precinct 1,0
Governor for State (REP),Tudor M. Dixon,,Fremont Township Precinct 1,68
Governor for State (REP),Ryan D. Kelley,,Fremont Township Precinct 1,38
Governor for State (REP),Ralph Rebandt,,Fremont Township Precinct 1,12
Governor for State (REP),Kevin Rinke,,Fremont Township Precinct 1,44
Governor for State (REP),Garrett Soldano,,Fremont Township Precinct 1,37
Governor for State (REP),Write-In (WRITE-IN),,Fremont Township Precinct 1,0
Governor for State (REP),Tudor M. Dixon,,Gilmore Township Precinct 1,78
Governor for State (REP),Ryan D. Kelley,,Gilmore Township Precinct 1,31
Governor for State (REP),Ralph Rebandt,,Gilmore Township Precinct 1,9
Governor for State (REP),Kevin Rinke,,Gilmore Township Precinct 1,70
Governor for State (REP),Garrett Soldano,,Gilmore Township Precinct 1,61
Governor for State (REP),Write-In (WRITE-IN),,Gilmore Township Precinct 1,2
Governor for State (REP),Tudor M. Dixon,,Isabella Township Precinct 1,102
Governor for State (REP),Ryan D. Kelley,,Isabella Township Precinct 1,55
Governor for State (REP),Ralph Rebandt,,Isabella Township Precinct 1,10
Governor for State (REP),Kevin Rinke,,Isabella Township Precinct 1,70
Governor for State (REP),Garrett Soldano,,Isabella Township Precinct 1,49
Governor for State (REP),Write-In (WRITE-IN),,Isabella Township Precinct 1,3
Governor for State (REP),Tudor M. Dixon,,Lincoln Township Precinct 1,120
Governor for State (REP),Ryan D. Kelley,,Lincoln Township Precinct 1,55
Governor for State (REP),Ralph Rebandt,,Lincoln Township Precinct 1,14
Governor for State (REP),Kevin Rinke,,Lincoln Township Precinct 1,90
Governor for State (REP),Garrett Soldano,,Lincoln Township Precinct 1,65
Governor for State (REP),Write-In (WRITE-IN),,Lincoln Township Precinct 1,1
Governor for State (REP),Tudor M. Dixon,,Nottawa Township Precinct 1,125
Governor for State (REP),Ryan D. Kelley,,Nottawa Township Precinct 1,82
Governor for State (REP),Ralph Rebandt,,Nottawa Township Precinct 1,12
Governor for State (REP),Kevin Rinke,,Nottawa Township Precinct 1,80
Governor for State (REP),Garrett Soldano,,Nottawa Township Precinct 1,51
Governor for State (REP),Write-In (WRITE-IN),,Nottawa Township Precinct 1,0
Governor for State (REP),Tudor M. Dixon,,Rolland Township Precinct 1,48
Governor for State (REP),Ryan D. Kelley,,Rolland Township Precinct 1,39
Governor for State (REP),Ralph Rebandt,,Rolland Township Precinct 1,9
Governor for State (REP),Kevin Rinke,,Rolland Township Precinct 1,32
Governor for State (REP),Garrett Soldano,,Rolland Township Precinct 1,45
Governor for State (REP),Write-In (WRITE-IN),,Rolland Township Precinct 1,0
Governor for State (REP),Tudor M. Dixon,,Sherman Township Precinct 1,70
Governor for State (REP),Ryan D. Kelley,,Sherman Township Precinct 1,53
Governor for State (REP),Ralph Rebandt,,Sherman Township Precinct 1,12
Governor for State (REP),Kevin Rinke,,Sherman Township Precinct 1,51
Governor for State (REP),Garrett Soldano,,Sherman Township Precinct 1,49
Governor for State (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,1
Governor for State (REP),Tudor M. Dixon,,Sherman Township Precinct 2,72
Governor for State (REP),Ryan D. Kelley,,Sherman Township Precinct 2,39
Governor for State (REP),Ralph Rebandt,,Sherman Township Precinct 2,7
Governor for State (REP),Kevin Rinke,,Sherman Township Precinct 2,56
Governor for State (REP),Garrett Soldano,,Sherman Township Precinct 2,46
Governor for State (REP),Write-In (WRITE-IN),,Sherman Township Precinct 2,1
Governor for State (REP),Tudor M. Dixon,,Union Charter Township Precinct 1,129
Governor for State (REP),Ryan D. Kelley,,Union Charter Township Precinct 1,56
Governor for State (REP),Ralph Rebandt,,Union Charter Township Precinct 1,14
Governor for State (REP),Kevin Rinke,,Union Charter Township Precinct 1,86
Governor for State (REP),Garrett Soldano,,Union Charter Township Precinct 1,38
Governor for State (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 1,2
Governor for State (REP),Tudor M. Dixon,,Union Charter Township Precinct 2,64
Governor for State (REP),Ryan D. Kelley,,Union Charter Township Precinct 2,59
Governor for State (REP),Ralph Rebandt,,Union Charter Township Precinct 2,15
Governor for State (REP),Kevin Rinke,,Union Charter Township Precinct 2,60
Governor for State (REP),Garrett Soldano,,Union Charter Township Precinct 2,32
Governor for State (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,1
Governor for State (REP),Tudor M. Dixon,,Union Charter Township Precinct 3,101
Governor for State (REP),Ryan D. Kelley,,Union Charter Township Precinct 3,35
Governor for State (REP),Ralph Rebandt,,Union Charter Township Precinct 3,16
Governor for State (REP),Kevin Rinke,,Union Charter Township Precinct 3,49
Governor for State (REP),Garrett Soldano,,Union Charter Township Precinct 3,40
Governor for State (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,6
Governor for State (REP),Tudor M. Dixon,,Vernon Township Precinct 1,83
Governor for State (REP),Ryan D. Kelley,,Vernon Township Precinct 1,26
Governor for State (REP),Ralph Rebandt,,Vernon Township Precinct 1,8
Governor for State (REP),Kevin Rinke,,Vernon Township Precinct 1,60
Governor for State (REP),Garrett Soldano,,Vernon Township Precinct 1,39
Governor for State (REP),Write-In (WRITE-IN),,Vernon Township Precinct 1,0
Governor for State (REP),Tudor M. Dixon,,Wise Township Precinct 1,52
Governor for State (REP),Ryan D. Kelley,,Wise Township Precinct 1,49
Governor for State (REP),Ralph Rebandt,,Wise Township Precinct 1,10
Governor for State (REP),Kevin Rinke,,Wise Township Precinct 1,47
Governor for State (REP),Garrett Soldano,,Wise Township Precinct 1,39
Governor for State (REP),Write-In (WRITE-IN),,Wise Township Precinct 1,2
Representative in Congress 2nd District (REP),John Moolenaar,,Broomfield Township Precinct 1,202
Representative in Congress 2nd District (REP),Thomas J. Norton,,Broomfield Township Precinct 1,114
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Broomfield Township Precinct 1,3
Representative in Congress 2nd District (REP),John Moolenaar,,Chippewa Township Precinct 1,189
Representative in Congress 2nd District (REP),Thomas J. Norton,,Chippewa Township Precinct 1,49
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Chippewa Township Precinct 2,80
Representative in Congress 2nd District (REP),Thomas J. Norton,,Chippewa Township Precinct 2,62
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,City of Clare Precinct 1,0
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Clare Precinct 1,0
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Clare Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,City of Mt. Pleasant Precinct 1,131
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Mt. Pleasant Precinct 1,46
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,City of Mt. Pleasant Precinct 2,83
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Mt. Pleasant Precinct 2,66
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,City of Mt. Pleasant Precinct 3,251
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Mt. Pleasant Precinct 3,98
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,1
Representative in Congress 2nd District (REP),John Moolenaar,,City of Mt. Pleasant Precinct 4,128
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Mt. Pleasant Precinct 4,59
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,2
Representative in Congress 2nd District (REP),John Moolenaar,,City of Mt. Pleasant Precinct 5,136
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Mt. Pleasant Precinct 5,55
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,1
Representative in Congress 2nd District (REP),John Moolenaar,,Coe Township Precinct 1,197
Representative in Congress 2nd District (REP),Thomas J. Norton,,Coe Township Precinct 1,63
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Coe Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Coe Township Precinct 2,143
Representative in Congress 2nd District (REP),Thomas J. Norton,,Coe Township Precinct 2,60
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Coe Township Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,Coldwater Township Precinct 1,98
Representative in Congress 2nd District (REP),Thomas J. Norton,,Coldwater Township Precinct 1,34
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Coldwater Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Deerfield Township Precinct 1,231
Representative in Congress 2nd District (REP),Thomas J. Norton,,Deerfield Township Precinct 1,90
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Deerfield Township Precinct 2,155
Representative in Congress 2nd District (REP),Thomas J. Norton,,Deerfield Township Precinct 2,59
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,Denver Township Precinct 1,106
Representative in Congress 2nd District (REP),Thomas J. Norton,,Denver Township Precinct 1,37
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Denver Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Fremont Township Precinct 1,149
Representative in Congress 2nd District (REP),Thomas J. Norton,,Fremont Township Precinct 1,54
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Fremont Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Gilmore Township Precinct 1,182
Representative in Congress 2nd District (REP),Thomas J. Norton,,Gilmore Township Precinct 1,62
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Gilmore Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Isabella Township Precinct 1,207
Representative in Congress 2nd District (REP),Thomas J. Norton,,Isabella Township Precinct 1,77
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Isabella Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Lincoln Township Precinct 1,250
Representative in Congress 2nd District (REP),Thomas J. Norton,,Lincoln Township Precinct 1,95
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Lincoln Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Nottawa Township Precinct 1,264
Representative in Congress 2nd District (REP),Thomas J. Norton,,Nottawa Township Precinct 1,87
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Nottawa Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Rolland Township Precinct 1,126
Representative in Congress 2nd District (REP),Thomas J. Norton,,Rolland Township Precinct 1,46
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Rolland Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Sherman Township Precinct 1,170
Representative in Congress 2nd District (REP),Thomas J. Norton,,Sherman Township Precinct 1,67
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Sherman Township Precinct 2,166
Representative in Congress 2nd District (REP),Thomas J. Norton,,Sherman Township Precinct 2,57
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,Union Charter Township Precinct 1,247
Representative in Congress 2nd District (REP),Thomas J. Norton,,Union Charter Township Precinct 1,89
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Union Charter Township Precinct 2,156
Representative in Congress 2nd District (REP),Thomas J. Norton,,Union Charter Township Precinct 2,75
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,0
Representative in Congress 2nd District (REP),John Moolenaar,,Union Charter Township Precinct 3,187
Representative in Congress 2nd District (REP),Thomas J. Norton,,Union Charter Township Precinct 3,62
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,1
Representative in Congress 2nd District (REP),John Moolenaar,,Vernon Township Precinct 1,138
Representative in Congress 2nd District (REP),Thomas J. Norton,,Vernon Township Precinct 1,79
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Vernon Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Wise Township Precinct 1,143
Representative in Congress 2nd District (REP),Thomas J. Norton,,Wise Township Precinct 1,52
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Wise Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Broomfield Township Precinct 1,256
State Senator 34th District (REP),Lisa M. Sowers,,Broomfield Township Precinct 1,62
State Senator 34th District (REP),Write-In (WRITE-IN),,Broomfield Township Precinct 1,2
State Senator 34th District (REP),Roger Hauck,,Chippewa Township Precinct 1,181
State Senator 34th District (REP),Lisa M. Sowers,,Chippewa Township Precinct 1,55
State Senator 34th District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Chippewa Township Precinct 2,111
State Senator 34th District (REP),Lisa M. Sowers,,Chippewa Township Precinct 2,32
State Senator 34th District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 2,2
State Senator 34th District (REP),Roger Hauck,,City of Clare Precinct 1,0
State Senator 34th District (REP),Lisa M. Sowers,,City of Clare Precinct 1,0
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Clare Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,City of Mt. Pleasant Precinct 1,144
State Senator 34th District (REP),Lisa M. Sowers,,City of Mt. Pleasant Precinct 1,33
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,1
State Senator 34th District (REP),Roger Hauck,,City of Mt. Pleasant Precinct 2,111
State Senator 34th District (REP),Lisa M. Sowers,,City of Mt. Pleasant Precinct 2,38
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,1
State Senator 34th District (REP),Roger Hauck,,City of Mt. Pleasant Precinct 3,276
State Senator 34th District (REP),Lisa M. Sowers,,City of Mt. Pleasant Precinct 3,76
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,1
State Senator 34th District (REP),Roger Hauck,,City of Mt. Pleasant Precinct 4,148
State Senator 34th District (REP),Lisa M. Sowers,,City of Mt. Pleasant Precinct 4,43
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,0
State Senator 34th District (REP),Roger Hauck,,City of Mt. Pleasant Precinct 5,144
State Senator 34th District (REP),Lisa M. Sowers,,City of Mt. Pleasant Precinct 5,45
State Senator 34th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,1
State Senator 34th District (REP),Roger Hauck,,Coe Township Precinct 1,202
State Senator 34th District (REP),Lisa M. Sowers,,Coe Township Precinct 1,58
State Senator 34th District (REP),Write-In (WRITE-IN),,Coe Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Coe Township Precinct 2,167
State Senator 34th District (REP),Lisa M. Sowers,,Coe Township Precinct 2,37
State Senator 34th District (REP),Write-In (WRITE-IN),,Coe Township Precinct 2,0
State Senator 34th District (REP),Roger Hauck,,Coldwater Township Precinct 1,101
State Senator 34th District (REP),Lisa M. Sowers,,Coldwater Township Precinct 1,32
State Senator 34th District (REP),Write-In (WRITE-IN),,Coldwater Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Deerfield Township Precinct 1,256
State Senator 34th District (REP),Lisa M. Sowers,,Deerfield Township Precinct 1,64
State Senator 34th District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 1,1
State Senator 34th District (REP),Roger Hauck,,Deerfield Township Precinct 2,188
State Senator 34th District (REP),Lisa M. Sowers,,Deerfield Township Precinct 2,26
State Senator 34th District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 2,0
State Senator 34th District (REP),Roger Hauck,,Denver Township Precinct 1,118
State Senator 34th District (REP),Lisa M. Sowers,,Denver Township Precinct 1,26
State Senator 34th District (REP),Write-In (WRITE-IN),,Denver Township Precinct 1,1
State Senator 34th District (REP),Roger Hauck,,Fremont Township Precinct 1,165
State Senator 34th District (REP),Lisa M. Sowers,,Fremont Township Precinct 1,37
State Senator 34th District (REP),Write-In (WRITE-IN),,Fremont Township Precinct 1,1
State Senator 34th District (REP),Roger Hauck,,Gilmore Township Precinct 1,207
State Senator 34th District (REP),Lisa M. Sowers,,Gilmore Township Precinct 1,42
State Senator 34th District (REP),Write-In (WRITE-IN),,Gilmore Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Isabella Township Precinct 1,241
State Senator 34th District (REP),Lisa M. Sowers,,Isabella Township Precinct 1,49
State Senator 34th District (REP),Write-In (WRITE-IN),,Isabella Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Lincoln Township Precinct 1,301
State Senator 34th District (REP),Lisa M. Sowers,,Lincoln Township Precinct 1,45
State Senator 34th District (REP),Write-In (WRITE-IN),,Lincoln Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Nottawa Township Precinct 1,323
State Senator 34th District (REP),Lisa M. Sowers,,Nottawa Township Precinct 1,41
State Senator 34th District (REP),Write-In (WRITE-IN),,Nottawa Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Rolland Township Precinct 1,137
State Senator 34th District (REP),Lisa M. Sowers,,Rolland Township Precinct 1,35
State Senator 34th District (REP),Write-In (WRITE-IN),,Rolland Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Sherman Township Precinct 1,197
State Senator 34th District (REP),Lisa M. Sowers,,Sherman Township Precinct 1,40
State Senator 34th District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,1
State Senator 34th District (REP),Roger Hauck,,Sherman Township Precinct 2,194
State Senator 34th District (REP),Lisa M. Sowers,,Sherman Township Precinct 2,32
State Senator 34th District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 2,0
State Senator 34th District (REP),Roger Hauck,,Union Charter Township Precinct 1,282
State Senator 34th District (REP),Lisa M. Sowers,,Union Charter Township Precinct 1,61
State Senator 34th District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Union Charter Township Precinct 2,186
State Senator 34th District (REP),Lisa M. Sowers,,Union Charter Township Precinct 2,48
State Senator 34th District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,0
State Senator 34th District (REP),Roger Hauck,,Union Charter Township Precinct 3,205
State Senator 34th District (REP),Lisa M. Sowers,,Union Charter Township Precinct 3,45
State Senator 34th District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,0
State Senator 34th District (REP),Roger Hauck,,Vernon Township Precinct 1,188
State Senator 34th District (REP),Lisa M. Sowers,,Vernon Township Precinct 1,31
State Senator 34th District (REP),Write-In (WRITE-IN),,Vernon Township Precinct 1,0
State Senator 34th District (REP),Roger Hauck,,Wise Township Precinct 1,172
State Senator 34th District (REP),Lisa M. Sowers,,Wise Township Precinct 1,28
State Senator 34th District (REP),Write-In (WRITE-IN),,Wise Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Broomfield Township Precinct 1,37
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Broomfield Township Precinct 1,59
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Broomfield Township Precinct 1,94
Rep in State Legislature 92nd District (REP),Todd Schorle,,Broomfield Township Precinct 1,55
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Broomfield Township Precinct 1,70
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Broomfield Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Chippewa Township Precinct 1,6
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Chippewa Township Precinct 1,80
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Chippewa Township Precinct 1,54
Rep in State Legislature 92nd District (REP),Todd Schorle,,Chippewa Township Precinct 1,60
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Chippewa Township Precinct 1,32
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Chippewa Township Precinct 2,9
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Chippewa Township Precinct 2,28
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Chippewa Township Precinct 2,46
Rep in State Legislature 92nd District (REP),Todd Schorle,,Chippewa Township Precinct 2,29
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Chippewa Township Precinct 2,32
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Clare Precinct 1,2
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Clare Precinct 1,1
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Clare Precinct 1,2
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Clare Precinct 1,0
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Clare Precinct 1,0
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Clare Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Mt. Pleasant Precinct 1,9
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Mt. Pleasant Precinct 1,50
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Mt. Pleasant Precinct 1,56
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Mt. Pleasant Precinct 1,31
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 1,30
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,1
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Mt. Pleasant Precinct 2,6
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Mt. Pleasant Precinct 2,42
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Mt. Pleasant Precinct 2,37
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Mt. Pleasant Precinct 2,24
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 2,42
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Mt. Pleasant Precinct 3,17
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Mt. Pleasant Precinct 3,91
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Mt. Pleasant Precinct 3,78
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Mt. Pleasant Precinct 3,39
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 3,129
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,1
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Mt. Pleasant Precinct 4,7
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Mt. Pleasant Precinct 4,29
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Mt. Pleasant Precinct 4,49
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Mt. Pleasant Precinct 4,36
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 4,66
