Contest,Candidate,Party,Precinct,Votes
County Commissioner 2nd District (REP),Terry E. Dutcher,Rep,AuSable Township Precinct 1,154
County Commissioner 2nd District (REP),Mark R. Miller,Rep,AuSable Township Precinct 1,86
County Commissioner 2nd District (REP),Write-In (WRITE-IN),,AuSable Township Precinct 1,1
County Commissioner 2nd District (REP),Terry E. Dutcher,Rep,Oscoda Township Precinct 3,29
County Commissioner 2nd District (REP),Mark R. Miller,Rep,Oscoda Township Precinct 3,26
County Commissioner 2nd District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 3,0
County Commissioner 2nd District (REP),Terry E. Dutcher,Rep,Oscoda Township Precinct 4,121
County Commissioner 2nd District (REP),Mark R. Miller,Rep,Oscoda Township Precinct 4,112
County Commissioner 2nd District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 4,3
Township Trustee for AuSable Township Partial Term (REP),Diana L. London,Rep,AuSable Township Precinct 1,226
Township Trustee for AuSable Township Partial Term (REP),Write-In (WRITE-IN),,AuSable Township Precinct 1,2
Precinct Delegate for AuSable Township  Precinct 1 (REP),Write-In (WRITE-IN),,AuSable Township Precinct 1,32
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Baldwin Township Precinct 1,3
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 1,35
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 2,6
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 3,17
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Tawas Township Precinct 1,1
County Commissioner 1st District (DEM),Write-In (WRITE-IN),,Wilber Township Precinct 1,20
County Commissioner 4th District (DEM),Write-In (WRITE-IN),,City of Tawas City Precinct 1,12
County Commissioner 4th District (DEM),Write-In (WRITE-IN),,City of East Tawas Precinct 1,31
County Commissioner 4th District (DEM),Write-In (WRITE-IN),,Baldwin Township Precinct 1,21
Precinct Delegate for Baldwin Township  Precinct 1 (DEM),Kenneth A. Miller,Dem,Baldwin Township Precinct 1,136
Precinct Delegate for Baldwin Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Baldwin Township Precinct 1,1
County Commissioner 1st District (REP),Robert Huebel,Rep,Oscoda Township Precinct 1,188
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Oscoda Township Precinct 1,160
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 1,0
County Commissioner 1st District (REP),Robert Huebel,Rep,Baldwin Township Precinct 1,37
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Baldwin Township Precinct 1,18
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Baldwin Township Precinct 1,1
County Commissioner 1st District (REP),Robert Huebel,Rep,Oscoda Township Precinct 2,40
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Oscoda Township Precinct 2,27
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 2,0
County Commissioner 1st District (REP),Robert Huebel,Rep,Oscoda Township Precinct 3,124
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Oscoda Township Precinct 3,84
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 3,0
County Commissioner 1st District (REP),Robert Huebel,Rep,Tawas Township Precinct 1,17
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Tawas Township Precinct 1,9
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Tawas Township Precinct 1,0
County Commissioner 1st District (REP),Robert Huebel,Rep,Wilber Township Precinct 1,106
County Commissioner 1st District (REP),Jeffrey R. Linderman,Rep,Wilber Township Precinct 1,55
County Commissioner 1st District (REP),Write-In (WRITE-IN),,Wilber Township Precinct 1,0
County Commissioner 4th District (REP),Brian J. Loeffler,Rep,Baldwin Township Precinct 1,128
County Commissioner 4th District (REP),James Donald Miner,Rep,Baldwin Township Precinct 1,95
County Commissioner 4th District (REP),Write-In (WRITE-IN),,Baldwin Township Precinct 1,0
County Commissioner 4th District (REP),Brian J. Loeffler,Rep,City of East Tawas Precinct 1,321
County Commissioner 4th District (REP),James Donald Miner,Rep,City of East Tawas Precinct 1,223
County Commissioner 4th District (REP),Write-In (WRITE-IN),,City of East Tawas Precinct 1,1
County Commissioner 4th District (REP),Brian J. Loeffler,Rep,City of Tawas City Precinct 1,84
County Commissioner 4th District (REP),James Donald Miner,Rep,City of Tawas City Precinct 1,46
County Commissioner 4th District (REP),Write-In (WRITE-IN),,City of Tawas City Precinct 1,1
Precinct Delegate for Baldwin Township  Precinct 1 (REP),Shelley A. Gates,Rep,Baldwin Township Precinct 1,167
Precinct Delegate for Baldwin Township  Precinct 1 (REP),Jane C. Ruster,Rep,Baldwin Township Precinct 1,172
Precinct Delegate for Baldwin Township  Precinct 1 (REP),Patrick B. Ruster,Rep,Baldwin Township Precinct 1,179
Precinct Delegate for Baldwin Township  Precinct 1 (REP),Write-In (WRITE-IN),,Baldwin Township Precinct 1,0
Proposal for Baldwin Township,Yes,,Baldwin Township Precinct 1,337
Proposal for Baldwin Township,No,,Baldwin Township Precinct 1,162
Township Trustee for Burleigh Township Partial Term (DEM),Paul L. Birkenbach,,Burleigh Township Precinct 1,30
Township Trustee for Burleigh Township Partial Term (DEM),Write-In (WRITE-IN),,Burleigh Township Precinct 1,0
Precinct Delegate for Burleigh Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Burleigh Township Precinct 1,8
Township Trustee for Burleigh Township Partial Term (REP),Write-In (WRITE-IN),,Burleigh Township Precinct 1,12
Precinct Delegate for Burleigh Township  Precinct 1 (REP),David Chandler,Rep,Burleigh Township Precinct 1,65
Precinct Delegate for Burleigh Township  Precinct 1 (REP),Write-In (WRITE-IN),,Burleigh Township Precinct 1,2
Proposal for Burleigh Township,Yes,,Burleigh Township Precinct 1,112
Proposal for Burleigh Township,No,,Burleigh Township Precinct 1,28
County Commissioner 3rd District (DEM),Rebekah F. Mason,Dem,Plainfield Township Precinct 1,107
County Commissioner 3rd District (DEM),Write-In (WRITE-IN),,Plainfield Township Precinct 1,0
County Commissioner 3rd District (DEM),Rebekah F. Mason,Dem,Plainfield Township Precinct 2,209
County Commissioner 3rd District (DEM),Write-In (WRITE-IN),,Plainfield Township Precinct 2,0
County Commissioner 3rd District (DEM),Rebekah F. Mason,Dem,Reno Township Precinct 1,23
County Commissioner 3rd District (DEM),Write-In (WRITE-IN),,Reno Township Precinct 1,0
County Commissioner 3rd District (DEM),Rebekah F. Mason,Dem,Oscoda Township Precinct 2,33
County Commissioner 3rd District (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 2,0
County Commissioner 3rd District (DEM),Rebekah F. Mason,Dem,Grant Township Precinct 1,80
County Commissioner 3rd District (DEM),Write-In (WRITE-IN),,Grant Township Precinct 1,0
Township Supervisor for Grant Township Partial Term (DEM),Carole Bleau,Dem,Grant Township Precinct 1,92
Township Supervisor for Grant Township Partial Term (DEM),Write-In (WRITE-IN),,Grant Township Precinct 1,0
Precinct Delegate for Grant Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Grant Township Precinct 1,16
County Commissioner 3rd District (REP),Charles Finley,Rep,Grant Township Precinct 1,201
County Commissioner 3rd District (REP),Write-In (WRITE-IN),,Grant Township Precinct 1,0
County Commissioner 3rd District (REP),Charles Finley,Rep,Oscoda Township Precinct 2,24
County Commissioner 3rd District (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 2,0
County Commissioner 3rd District (REP),Charles Finley,Rep,Plainfield Township Precinct 1,187
County Commissioner 3rd District (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 1,1
County Commissioner 3rd District (REP),Charles Finley,Rep,Plainfield Township Precinct 2,368
County Commissioner 3rd District (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 2,5
County Commissioner 3rd District (REP),Charles Finley,Rep,Reno Township Precinct 1,48
County Commissioner 3rd District (REP),Write-In (WRITE-IN),,Reno Township Precinct 1,1
Township Supervisor for Grant Township Partial Term (REP),Terry L. Beardslee,Rep,Grant Township Precinct 1,125
Township Supervisor for Grant Township Partial Term (REP),Todd M. Torrey,Rep,Grant Township Precinct 1,172
Township Supervisor for Grant Township Partial Term (REP),Ron Quinkert  Sr.,Rep,Grant Township Precinct 1,93
Township Supervisor for Grant Township Partial Term (REP),Write-In (WRITE-IN),,Grant Township Precinct 1,0
Precinct Delegate for Grant Township  Precinct 1 (REP),Write-In (WRITE-IN),,Grant Township Precinct 1,35
Proposal for Hale Area Schools,Yes,,Plainfield Township Precinct 1,221
Proposal for Hale Area Schools,No,,Plainfield Township Precinct 1,134
Proposal for Hale Area Schools,Yes,,Grant Township Precinct 1,5
Proposal for Hale Area Schools,No,,Grant Township Precinct 1,9
Proposal for Hale Area Schools,Yes,,Reno Township Precinct 1,38
Proposal for Hale Area Schools,No,,Reno Township Precinct 1,25
Proposal for Hale Area Schools,Yes,,Plainfield Township Precinct 2,447
Proposal for Hale Area Schools,No,,Plainfield Township Precinct 2,208
Precinct Delegate for Oscoda Township  Precinct 1 (DEM),Judith M. Schuler,Dem,Oscoda Township Precinct 1,207
Precinct Delegate for Oscoda Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 1,0
Precinct Delegate for Oscoda Township  Precinct 1 (REP),Jeffrey Linderman,Rep,Oscoda Township Precinct 1,285
Precinct Delegate for Oscoda Township  Precinct 1 (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 1,5
Precinct Delegate for Oscoda Township  Precinct 2 (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 2,19
Precinct Delegate for Oscoda Township  Precinct 2 (REP),Jane Ann Hayward,Rep,Oscoda Township Precinct 2,86
Precinct Delegate for Oscoda Township  Precinct 2 (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 2,0
Precinct Delegate for Oscoda Township  Precinct 3 (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 3,9
Precinct Delegate for Oscoda Township  Precinct 3 (REP),Paul Rekowski,Rep,Oscoda Township Precinct 3,131
Precinct Delegate for Oscoda Township  Precinct 3 (REP),Deborah Sutton,Rep,Oscoda Township Precinct 3,97
Precinct Delegate for Oscoda Township  Precinct 3 (REP),Joshua Sutton,Rep,Oscoda Township Precinct 3,111
Precinct Delegate for Oscoda Township  Precinct 3 (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 3,1
Precinct Delegate for Oscoda Township  Precinct 4 (DEM),Write-In (WRITE-IN),,Oscoda Township Precinct 4,13
Precinct Delegate for Oscoda Township  Precinct 4 (REP),Mark R. Miller,Rep,Oscoda Township Precinct 4,166
Precinct Delegate for Oscoda Township  Precinct 4 (REP),Sharon M. Savage,Rep,Oscoda Township Precinct 4,111
Precinct Delegate for Oscoda Township  Precinct 4 (REP),Write-In (WRITE-IN),,Oscoda Township Precinct 4,3
Precinct Delegate for Plainfield Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Plainfield Township Precinct 1,20
Precinct Delegate for Plainfield Township  Precinct 1 (REP),Earl P. Lackie,Rep,Plainfield Township Precinct 1,174
Precinct Delegate for Plainfield Township  Precinct 1 (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 1,1
Plainfield Township Medical First Responder  Millage,Yes,,Plainfield Township Precinct 1,263
Plainfield Township Medical First Responder  Millage,No,,Plainfield Township Precinct 1,98
Plainfield Township Medical First Responder  Millage,Yes,,Plainfield Township Precinct 2,553
Plainfield Township Medical First Responder  Millage,No,,Plainfield Township Precinct 2,128
Plainfield Township Fire Millage Renewal,Yes,,Plainfield Township Precinct 2,537
Plainfield Township Fire Millage Renewal,No,,Plainfield Township Precinct 2,119
Plainfield Township Fire Millage Renewal,Yes,,Plainfield Township Precinct 1,274
Plainfield Township Fire Millage Renewal,No,,Plainfield Township Precinct 1,86
Precinct Delegate for Plainfield Township  Precinct 2 (DEM),James Mortimer,Dem,Plainfield Township Precinct 2,196
Precinct Delegate for Plainfield Township  Precinct 2 (DEM),Write-In (WRITE-IN),,Plainfield Township Precinct 2,3
Precinct Delegate for Plainfield Township  Precinct 2 (REP),Marlene L. Haggerty,Rep,Plainfield Township Precinct 2,291
Precinct Delegate for Plainfield Township  Precinct 2 (REP),Patrick J. Haggerty,Rep,Plainfield Township Precinct 2,296
Precinct Delegate for Plainfield Township  Precinct 2 (REP),Write-In (WRITE-IN),,Plainfield Township Precinct 2,2
Precinct Delegate for Reno Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Reno Township Precinct 1,16
Precinct Delegate for Reno Township  Precinct 1 (REP),Write-In (WRITE-IN),,Reno Township Precinct 1,24
Proposal for Reno Township,Yes,,Reno Township Precinct 1,108
Proposal for Reno Township,No,,Reno Township Precinct 1,21
Township Supervisor for Sherman Township Partial Term (DEM),Karen Murringer,Dem,Sherman Township Precinct 1,18
Township Supervisor for Sherman Township Partial Term (DEM),Write-In (WRITE-IN),,Sherman Township Precinct 1,0
Precinct Delegate for Sherman Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Sherman Township Precinct 1,4
Township Supervisor for Sherman Township Partial Term (REP),Mark Moers,Rep,Sherman Township Precinct 1,68
Township Supervisor for Sherman Township Partial Term (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,1
Precinct Delegate for Sherman Township  Precinct 1 (REP),Rodney Wood,Rep,Sherman Township Precinct 1,63
Precinct Delegate for Sherman Township  Precinct 1 (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,0
Precinct Delegate for Tawas Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Tawas Township Precinct 1,13
Precinct Delegate for Tawas Township  Precinct 1 (REP),Jewel T. Fritz,Rep,Tawas Township Precinct 1,108
Precinct Delegate for Tawas Township  Precinct 1 (REP),Keith Wojahn,Rep,Tawas Township Precinct 1,253
Precinct Delegate for Tawas Township  Precinct 1 (REP),Write-In (WRITE-IN),,Tawas Township Precinct 1,1
Tawas Township Proposition A,Yes,,Tawas Township Precinct 1,298
Tawas Township Proposition A,No,,Tawas Township Precinct 1,156
Tawas Township Proposition B,Yes,,Tawas Township Precinct 1,274
Tawas Township Proposition B,No,,Tawas Township Precinct 1,171
Precinct Delegate for Wilber Township  Precinct 1 (DEM),Write-In (WRITE-IN),,Wilber Township Precinct 1,32
Precinct Delegate for Wilber Township  Precinct 1 (REP),Write-In (WRITE-IN),,Wilber Township Precinct 1,71
Precinct Delegate for City of East Tawas  Precinct 1 (DEM),Jozef J. Drozdowski,Dem,City of East Tawas Precinct 1,188
Precinct Delegate for City of East Tawas  Precinct 1 (DEM),Write-In (WRITE-IN),,City of East Tawas Precinct 1,0
Precinct Delegate for City of East Tawas  Precinct 1 (REP),Brian J. Loeffler,Rep,City of East Tawas Precinct 1,352
Precinct Delegate for City of East Tawas  Precinct 1 (REP),Maureen H. Rudel,Rep,City of East Tawas Precinct 1,244
Precinct Delegate for City of East Tawas  Precinct 1 (REP),Write-In (WRITE-IN),,City of East Tawas Precinct 1,1
Proposal for City of East Tawas,Yes,,City of East Tawas Precinct 1,667
Proposal for City of East Tawas,No,,City of East Tawas Precinct 1,115
Precinct Delegate for City of Tawas City  Precinct 1 (DEM),Thomas E. Davidson  II,Dem,City of Tawas City Precinct 1,112
Precinct Delegate for City of Tawas City  Precinct 1 (DEM),Write-In (WRITE-IN),,City of Tawas City Precinct 1,1
Precinct Delegate for City of Tawas City  Precinct 1 (REP),Karen L. Holmes,Rep,City of Tawas City Precinct 1,208
Precinct Delegate for City of Tawas City  Precinct 1 (REP),Write-In (WRITE-IN),,City of Tawas City Precinct 1,3
Precinct Delegate for City of Whittemore  Precinct 1 (DEM),Write-In (WRITE-IN),,City of Whittemore Precinct 1,6
Precinct Delegate for City of Whittemore  Precinct 1 (REP),Write-In (WRITE-IN),,City of Whittemore Precinct 1,18
Proposal for City of Whittemore,Yes,,City of Whittemore Precinct 1,47
Proposal for City of Whittemore,No,,City of Whittemore Precinct 1,16
