Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Lee Township Precinct 1,Lisa M. Sowers,Republican,69
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Lee Township Precinct 1,Write-In,Republican,1
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Lee Township Precinct 2,Roger Hauck,Republican,231
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Lee Township Precinct 2,Lisa M. Sowers,Republican,73
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Lee Township Precinct 2,Write-In,Republican,1
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Mills Township Precinct 1,Roger Hauck,Republican,272
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Mills Township Precinct 1,Lisa M. Sowers,Republican,59
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Mills Township Precinct 1,Write-In,Republican,1
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Porter Township Precinct 1,Roger Hauck,Republican,143
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Porter Township Precinct 1,Lisa M. Sowers,Republican,44
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Porter Township Precinct 1,Write-In,Republican,1
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Warren Township Precinct 1,Roger Hauck,Republican,310
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Warren Township Precinct 1,Lisa M. Sowers,Republican,66
State Senator 34th District (REP),01000000-263e-b21a-bd00-08dd2376bd3d,Warren Township Precinct 1,Write-In,Republican,2
Precinct Delegate for Warren Township  Precinct 1 (REP),01000000-263e-b21a-26d6-08dd2376be72,Warren Township Precinct 1,Jennifer M. Anway,Republican,221
Precinct Delegate for Warren Township  Precinct 1 (REP),01000000-263e-b21a-26d6-08dd2376be72,Warren Township Precinct 1,Stanley E. Anway,Republican,198
Precinct Delegate for Warren Township  Precinct 1 (REP),01000000-263e-b21a-26d6-08dd2376be72,Warren Township Precinct 1,Write-In,Republican,4
Precinct Delegate for Homer Township  Precinct 1 (DEM),01000000-263e-b21a-f9a8-08dd2376bdef,Homer Township Precinct 1,Write-In,Democrat,19
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 2,Connie H. Glave,Democrat,130
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 2,Write-In,Democrat,1
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 3,Connie H. Glave,Democrat,97
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 3,Write-In,Democrat,0
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 4A,Connie H. Glave,Democrat,56
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,City of Midland Precinct 4A,Write-In,Democrat,0
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Ingersoll Township Precinct 1,Connie H. Glave,Democrat,66
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Ingersoll Township Precinct 1,Write-In,Democrat,0
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Ingersoll Township Precinct 2,Connie H. Glave,Democrat,61
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Ingersoll Township Precinct 2,Write-In,Democrat,0
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Midland Township Precinct 1,Connie H. Glave,Democrat,106
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Midland Township Precinct 1,Write-In,Democrat,0
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Mt. Haley Township Precinct 1,Connie H. Glave,Democrat,94
County Commissioner 4th District (DEM),01000000-263e-b21a-d2dd-08dd2376bd6a,Mt. Haley Township Precinct 1,Write-In,Democrat,0
Precinct Delegate for City of Midland  Precinct 8 (DEM),01000000-263e-b21a-1244-08dd2376bd9b,City of Midland Precinct 8,Write-In,Democrat,13
Precinct Delegate for Jerome Township  Precinct 1 (REP),01000000-263e-b21a-f837-08dd2376be29,Jerome Township Precinct 1,Abigail R. Ieuter,Republican,200
Precinct Delegate for Jerome Township  Precinct 1 (REP),01000000-263e-b21a-f837-08dd2376be29,Jerome Township Precinct 1,Karl T. Ieuter,Republican,228
Precinct Delegate for Jerome Township  Precinct 1 (REP),01000000-263e-b21a-f837-08dd2376be29,Jerome Township Precinct 1,Carol Park,Republican,224
Precinct Delegate for Jerome Township  Precinct 1 (REP),01000000-263e-b21a-f837-08dd2376be29,Jerome Township Precinct 1,Write-In,Republican,13
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Meagan Baranek,Republican,175
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Julie Carey,Republican,180
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Ashley Rapanos,Republican,159
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Matt Rapanos,Republican,158
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Bill Schuette,Republican,281
Precinct Delegate for City of Midland  Precinct 9 (REP),01000000-263e-b21a-d648-08dd2376bda0,City of Midland Precinct 9,Write-In,Republican,7
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Diane M. Bristol,Republican,138
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Luke Derheim,Republican,85
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Stephanie L. Gomola,Republican,108
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Amy E. Herman,Republican,108
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,William C. Lauderbach,Republican,157
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Chris Moultrup,Republican,113
Precinct Delegate for City of Midland  Precinct 17 (REP),01000000-263e-b21a-78ae-08dd2376bdca,City of Midland Precinct 17,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 1,Paul Junge,Republican,166
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 1,Candice Miller,Republican,71
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 1,Matthew Seely,Republican,72
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 1,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 2,Paul Junge,Republican,113
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 2,Candice Miller,Republican,60
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 2,Matthew Seely,Republican,54
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 2,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 3,Paul Junge,Republican,120
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 3,Candice Miller,Republican,57
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 3,Matthew Seely,Republican,59
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 3,Write-In,Republican,3
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4A,Paul Junge,Republican,55
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4A,Candice Miller,Republican,23
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4A,Matthew Seely,Republican,36
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4A,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4B,Paul Junge,Republican,8
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4B,Candice Miller,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4B,Matthew Seely,Republican,7
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 4B,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 5,Paul Junge,Republican,98
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 5,Candice Miller,Republican,44
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 5,Matthew Seely,Republican,38
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 5,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 6,Paul Junge,Republican,124
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 6,Candice Miller,Republican,59
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 6,Matthew Seely,Republican,31
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 6,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 7,Paul Junge,Republican,244
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 7,Candice Miller,Republican,160
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 7,Matthew Seely,Republican,102
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 7,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 8,Paul Junge,Republican,111
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 8,Candice Miller,Republican,62
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 8,Matthew Seely,Republican,87
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 8,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 9,Paul Junge,Republican,236
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 9,Candice Miller,Republican,85
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 9,Matthew Seely,Republican,71
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 9,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 10,Paul Junge,Republican,246
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 10,Candice Miller,Republican,152
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 10,Matthew Seely,Republican,71
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 10,Write-In,Republican,3
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 11,Paul Junge,Republican,301
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 11,Candice Miller,Republican,143
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 11,Matthew Seely,Republican,86
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 11,Write-In,Republican,5
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 12,Paul Junge,Republican,93
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 12,Candice Miller,Republican,27
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 12,Matthew Seely,Republican,22
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 12,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 13,Paul Junge,Republican,216
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 13,Candice Miller,Republican,121
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 13,Matthew Seely,Republican,99
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 13,Write-In,Republican,5
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 14,Paul Junge,Republican,225
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 14,Candice Miller,Republican,114
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 14,Matthew Seely,Republican,66
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 14,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 15,Paul Junge,Republican,264
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 15,Candice Miller,Republican,139
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 15,Matthew Seely,Republican,64
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 15,Write-In,Republican,5
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 16,Paul Junge,Republican,121
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 16,Candice Miller,Republican,63
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 16,Matthew Seely,Republican,63
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 16,Write-In,Republican,3
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 17,Paul Junge,Republican,198
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 17,Candice Miller,Republican,84
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 17,Matthew Seely,Republican,56
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 17,Write-In,Republican,3
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 18,Paul Junge,Republican,238
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 18,Candice Miller,Republican,96
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 18,Matthew Seely,Republican,52
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 18,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 19,Paul Junge,Republican,195
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 19,Candice Miller,Republican,113
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 19,Matthew Seely,Republican,75
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,City of Midland Precinct 19,Write-In,Republican,5
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 1,Paul Junge,Republican,133
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 1,Candice Miller,Republican,58
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 1,Matthew Seely,Republican,48
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 1,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 2,Paul Junge,Republican,122
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 2,Candice Miller,Republican,35
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 2,Matthew Seely,Republican,80
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 2,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 3,Paul Junge,Republican,164
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 3,Candice Miller,Republican,93
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 3,Matthew Seely,Republican,62
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Homer Township Precinct 3,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Hope Township Precinct 1,Paul Junge,Republican,133
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Hope Township Precinct 1,Candice Miller,Republican,74
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Hope Township Precinct 1,Matthew Seely,Republican,74
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Hope Township Precinct 1,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 1,Paul Junge,Republican,171
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 1,Candice Miller,Republican,54
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 1,Matthew Seely,Republican,40
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 1,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 2,Paul Junge,Republican,122
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 2,Candice Miller,Republican,45
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 2,Matthew Seely,Republican,29
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Ingersoll Township Precinct 2,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 1,Paul Junge,Republican,201
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 1,Candice Miller,Republican,95
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 1,Matthew Seely,Republican,83
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 1,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 2,Paul Junge,Republican,198
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 2,Candice Miller,Republican,74
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 2,Matthew Seely,Republican,103
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Jerome Township Precinct 2,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 1,Paul Junge,Republican,235
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 1,Candice Miller,Republican,122
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 1,Matthew Seely,Republican,64
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 1,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 2,Paul Junge,Republican,230
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 2,Candice Miller,Republican,79
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 2,Matthew Seely,Republican,46
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 2,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 3,Paul Junge,Republican,202
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 3,Candice Miller,Republican,81
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 3,Matthew Seely,Republican,44
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Larkin Township Precinct 3,Write-In,Republican,3
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 1,Paul Junge,Republican,155
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 1,Candice Miller,Republican,58
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 1,Matthew Seely,Republican,122
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 1,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 2,Paul Junge,Republican,177
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 2,Candice Miller,Republican,72
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 2,Matthew Seely,Republican,75
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lee Township Precinct 2,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lincoln Township Precinct 1,Paul Junge,Republican,326
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lincoln Township Precinct 1,Candice Miller,Republican,95
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lincoln Township Precinct 1,Matthew Seely,Republican,105
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Lincoln Township Precinct 1,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Midland Township Precinct 1,Paul Junge,Republican,212
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Midland Township Precinct 1,Candice Miller,Republican,98
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Midland Township Precinct 1,Matthew Seely,Republican,61
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Midland Township Precinct 1,Write-In,Republican,2
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mills Township Precinct 1,Paul Junge,Republican,187
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mills Township Precinct 1,Candice Miller,Republican,66
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mills Township Precinct 1,Matthew Seely,Republican,75
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mills Township Precinct 1,Write-In,Republican,0
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mt. Haley Township Precinct 1,Paul Junge,Republican,151
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mt. Haley Township Precinct 1,Candice Miller,Republican,61
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mt. Haley Township Precinct 1,Matthew Seely,Republican,63
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Mt. Haley Township Precinct 1,Write-In,Republican,1
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Porter Township Precinct 1,Paul Junge,Republican,105
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Porter Township Precinct 1,Candice Miller,Republican,39
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Porter Township Precinct 1,Matthew Seely,Republican,44
Representative in Congress 8th District (REP),01000000-263e-b21a-84d2-08dd2376bd61,Porter Township Precinct 1,Write-In,Republican,1
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 2,Gaye Terwillegar,Republican,199
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 2,Write-In,Republican,2
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 3,Gaye Terwillegar,Republican,207
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 3,Write-In,Republican,6
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 4A,Gaye Terwillegar,Republican,102
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,City of Midland Precinct 4A,Write-In,Republican,0
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Ingersoll Township Precinct 1,Gaye Terwillegar,Republican,221
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Ingersoll Township Precinct 1,Write-In,Republican,0
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Ingersoll Township Precinct 2,Gaye Terwillegar,Republican,156
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Ingersoll Township Precinct 2,Write-In,Republican,3
