Contest,Candidate,Party,Precinct,Votes
Road Commissioner (REP),Denis Netzley,,Elba Township Precinct 1,50
Road Commissioner (REP),Write-In (WRITE-IN),,Elba Township Precinct 1,2
Road Commissioner (REP),Derek Hessbrook,,Emerson Township Precinct 1,55
Road Commissioner (REP),Daniel L. Macha,,Emerson Township Precinct 1,65
Road Commissioner (REP),Denis Netzley,,Emerson Township Precinct 1,55
Road Commissioner (REP),Write-In (WRITE-IN),,Emerson Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,Fulton Township Precinct 1,145
Road Commissioner (REP),Daniel L. Macha,,Fulton Township Precinct 1,120
Road Commissioner (REP),Denis Netzley,,Fulton Township Precinct 1,105
Road Commissioner (REP),Write-In (WRITE-IN),,Fulton Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,Hamilton Township Precinct 1,28
Road Commissioner (REP),Daniel L. Macha,,Hamilton Township Precinct 1,30
Road Commissioner (REP),Denis Netzley,,Hamilton Township Precinct 1,13
Road Commissioner (REP),Write-In (WRITE-IN),,Hamilton Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,Lafayette Township Precinct 1,35
Road Commissioner (REP),Daniel L. Macha,,Lafayette Township Precinct 1,32
Road Commissioner (REP),Denis Netzley,,Lafayette Township Precinct 1,33
Road Commissioner (REP),Write-In (WRITE-IN),,Lafayette Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,New Haven Township Precinct 1,72
Road Commissioner (REP),Daniel L. Macha,,New Haven Township Precinct 1,51
Road Commissioner (REP),Denis Netzley,,New Haven Township Precinct 1,32
Road Commissioner (REP),Write-In (WRITE-IN),,New Haven Township Precinct 1,2
Road Commissioner (REP),Derek Hessbrook,,Newark Township Precinct 1,65
Road Commissioner (REP),Daniel L. Macha,,Newark Township Precinct 1,69
Road Commissioner (REP),Denis Netzley,,Newark Township Precinct 1,26
Road Commissioner (REP),Write-In (WRITE-IN),,Newark Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,North Shade Township Precinct 1,34
Road Commissioner (REP),Daniel L. Macha,,North Shade Township Precinct 1,21
Road Commissioner (REP),Denis Netzley,,North Shade Township Precinct 1,23
Road Commissioner (REP),Write-In (WRITE-IN),,North Shade Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,North Star Township Precinct 1,65
Road Commissioner (REP),Daniel L. Macha,,North Star Township Precinct 1,73
Road Commissioner (REP),Denis Netzley,,North Star Township Precinct 1,41
Road Commissioner (REP),Write-In (WRITE-IN),,North Star Township Precinct 1,0
Road Commissioner (REP),Derek Hessbrook,,Pine River Township Precinct 1,143
Road Commissioner (REP),Daniel L. Macha,,Pine River Township Precinct 1,106
Road Commissioner (REP),Denis Netzley,,Pine River Township Precinct 1,142
Road Commissioner (REP),Write-In (WRITE-IN),,Pine River Township Precinct 1,2
Road Commissioner (REP),Derek Hessbrook,,Seville Township Precinct 1,150
Road Commissioner (REP),Daniel L. Macha,,Seville Township Precinct 1,57
Road Commissioner (REP),Denis Netzley,,Seville Township Precinct 1,115
Road Commissioner (REP),Write-In (WRITE-IN),,Seville Township Precinct 1,3
Road Commissioner (REP),Derek Hessbrook,,Sumner Township Precinct 1,103
Road Commissioner (REP),Daniel L. Macha,,Sumner Township Precinct 1,126
Road Commissioner (REP),Denis Netzley,,Sumner Township Precinct 1,56
Road Commissioner (REP),Write-In (WRITE-IN),,Sumner Township Precinct 1,2
Road Commissioner (REP),Derek Hessbrook,,Washington Township Precinct 1,49
Road Commissioner (REP),Daniel L. Macha,,Washington Township Precinct 1,32
Road Commissioner (REP),Denis Netzley,,Washington Township Precinct 1,43
Road Commissioner (REP),Write-In (WRITE-IN),,Washington Township Precinct 1,2
Road Commissioner (REP),Derek Hessbrook,,Wheeler Township Precinct 1,131
Road Commissioner (REP),Daniel L. Macha,,Wheeler Township Precinct 1,65
Road Commissioner (REP),Denis Netzley,,Wheeler Township Precinct 1,164
Road Commissioner (REP),Write-In (WRITE-IN),,Wheeler Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Arcada Township Precinct 1,107
Governor (DEM),Write-In (WRITE-IN),,Arcada Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Bethany Township Precinct 1,46
Governor (DEM),Write-In (WRITE-IN),,Bethany Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,City of Alma Precinct 1,163
Governor (DEM),Write-In (WRITE-IN),,City of Alma Precinct 1,0
Governor (DEM),Gretchen Whitmer,,City of Alma Precinct 2,208
Governor (DEM),Write-In (WRITE-IN),,City of Alma Precinct 2,0
Governor (DEM),Gretchen Whitmer,,City of Alma Precinct 3,160
Governor (DEM),Write-In (WRITE-IN),,City of Alma Precinct 3,0
Governor (DEM),Gretchen Whitmer,,City of Ithaca Precinct 1,173
Governor (DEM),Write-In (WRITE-IN),,City of Ithaca Precinct 1,0
Governor (DEM),Gretchen Whitmer,,City of St. Louis Precinct 1,181
Governor (DEM),Write-In (WRITE-IN),,City of St. Louis Precinct 1,1
Governor (DEM),Gretchen Whitmer,,Elba Township Precinct 1,62
Governor (DEM),Write-In (WRITE-IN),,Elba Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Emerson Township Precinct 1,37
Governor (DEM),Write-In (WRITE-IN),,Emerson Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Fulton Township Precinct 1,138
Governor (DEM),Write-In (WRITE-IN),,Fulton Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Hamilton Township Precinct 1,17
Governor (DEM),Write-In (WRITE-IN),,Hamilton Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Lafayette Township Precinct 1,14
Governor (DEM),Write-In (WRITE-IN),,Lafayette Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,New Haven Township Precinct 1,36
Governor (DEM),Write-In (WRITE-IN),,New Haven Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Newark Township Precinct 1,40
Governor (DEM),Write-In (WRITE-IN),,Newark Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,North Shade Township Precinct 1,19
Governor (DEM),Write-In (WRITE-IN),,North Shade Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,North Star Township Precinct 1,42
Governor (DEM),Write-In (WRITE-IN),,North Star Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Pine River Township Precinct 1,150
Governor (DEM),Write-In (WRITE-IN),,Pine River Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Seville Township Precinct 1,95
Governor (DEM),Write-In (WRITE-IN),,Seville Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Sumner Township Precinct 1,83
Governor (DEM),Write-In (WRITE-IN),,Sumner Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Washington Township Precinct 1,40
Governor (DEM),Write-In (WRITE-IN),,Washington Township Precinct 1,0
Governor (DEM),Gretchen Whitmer,,Wheeler Township Precinct 1,115
Governor (DEM),Write-In (WRITE-IN),,Wheeler Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Arcada Township Precinct 1,103
Governor (REP),Ryan D. Kelley,,Arcada Township Precinct 1,58
Governor (REP),Ralph Rebandt,,Arcada Township Precinct 1,7
Governor (REP),Kevin Rinke,,Arcada Township Precinct 1,51
Governor (REP),Garrett Soldano,,Arcada Township Precinct 1,77
Governor (REP),Write-In (WRITE-IN),,Arcada Township Precinct 1,2
Governor (REP),QW - James Elmer Craig,,Arcada Township Precinct 1,2
Governor (REP),Unqualified Write-Ins,,Arcada Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Bethany Township Precinct 1,60
Governor (REP),Ryan D. Kelley,,Bethany Township Precinct 1,50
Governor (REP),Ralph Rebandt,,Bethany Township Precinct 1,5
Governor (REP),Kevin Rinke,,Bethany Township Precinct 1,77
Governor (REP),Garrett Soldano,,Bethany Township Precinct 1,40
Governor (REP),Write-In (WRITE-IN),,Bethany Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Bethany Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Bethany Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,City of Alma Precinct 1,74
Governor (REP),Ryan D. Kelley,,City of Alma Precinct 1,50
Governor (REP),Ralph Rebandt,,City of Alma Precinct 1,6
Governor (REP),Kevin Rinke,,City of Alma Precinct 1,75
Governor (REP),Garrett Soldano,,City of Alma Precinct 1,47
Governor (REP),Write-In (WRITE-IN),,City of Alma Precinct 1,2
Governor (REP),QW - James Elmer Craig,,City of Alma Precinct 1,1
Governor (REP),Unqualified Write-Ins,,City of Alma Precinct 1,1
Governor (REP),Tudor M. Dixon,,City of Alma Precinct 2,76
Governor (REP),Ryan D. Kelley,,City of Alma Precinct 2,59
Governor (REP),Ralph Rebandt,,City of Alma Precinct 2,11
Governor (REP),Kevin Rinke,,City of Alma Precinct 2,52
Governor (REP),Garrett Soldano,,City of Alma Precinct 2,53
Governor (REP),Write-In (WRITE-IN),,City of Alma Precinct 2,4
Governor (REP),QW - James Elmer Craig,,City of Alma Precinct 2,2
Governor (REP),Unqualified Write-Ins,,City of Alma Precinct 2,2
Governor (REP),Tudor M. Dixon,,City of Alma Precinct 3,49
Governor (REP),Ryan D. Kelley,,City of Alma Precinct 3,35
Governor (REP),Ralph Rebandt,,City of Alma Precinct 3,9
Governor (REP),Kevin Rinke,,City of Alma Precinct 3,42
Governor (REP),Garrett Soldano,,City of Alma Precinct 3,53
Governor (REP),Write-In (WRITE-IN),,City of Alma Precinct 3,0
Governor (REP),QW - James Elmer Craig,,City of Alma Precinct 3,0
Governor (REP),Unqualified Write-Ins,,City of Alma Precinct 3,0
Governor (REP),Tudor M. Dixon,,City of Ithaca Precinct 1,114
Governor (REP),Ryan D. Kelley,,City of Ithaca Precinct 1,64
Governor (REP),Ralph Rebandt,,City of Ithaca Precinct 1,19
Governor (REP),Kevin Rinke,,City of Ithaca Precinct 1,112
Governor (REP),Garrett Soldano,,City of Ithaca Precinct 1,103
Governor (REP),Write-In (WRITE-IN),,City of Ithaca Precinct 1,3
Governor (REP),QW - James Elmer Craig,,City of Ithaca Precinct 1,2
Governor (REP),Unqualified Write-Ins,,City of Ithaca Precinct 1,1
Governor (REP),Tudor M. Dixon,,City of St. Louis Precinct 1,116
Governor (REP),Ryan D. Kelley,,City of St. Louis Precinct 1,86
Governor (REP),Ralph Rebandt,,City of St. Louis Precinct 1,11
Governor (REP),Kevin Rinke,,City of St. Louis Precinct 1,74
Governor (REP),Garrett Soldano,,City of St. Louis Precinct 1,83
Governor (REP),Write-In (WRITE-IN),,City of St. Louis Precinct 1,1
Governor (REP),QW - James Elmer Craig,,City of St. Louis Precinct 1,0
Governor (REP),Unqualified Write-Ins,,City of St. Louis Precinct 1,1
Governor (REP),Tudor M. Dixon,,Elba Township Precinct 1,52
Governor (REP),Ryan D. Kelley,,Elba Township Precinct 1,30
Governor (REP),Ralph Rebandt,,Elba Township Precinct 1,10
Governor (REP),Kevin Rinke,,Elba Township Precinct 1,41
Governor (REP),Garrett Soldano,,Elba Township Precinct 1,45
Governor (REP),Write-In (WRITE-IN),,Elba Township Precinct 1,3
Governor (REP),QW - James Elmer Craig,,Elba Township Precinct 1,3
Governor (REP),Unqualified Write-Ins,,Elba Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Emerson Township Precinct 1,52
Governor (REP),Ryan D. Kelley,,Emerson Township Precinct 1,29
Governor (REP),Ralph Rebandt,,Emerson Township Precinct 1,4
Governor (REP),Kevin Rinke,,Emerson Township Precinct 1,43
Governor (REP),Garrett Soldano,,Emerson Township Precinct 1,43
Governor (REP),Write-In (WRITE-IN),,Emerson Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Emerson Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Emerson Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Fulton Township Precinct 1,143
Governor (REP),Ryan D. Kelley,,Fulton Township Precinct 1,90
Governor (REP),Ralph Rebandt,,Fulton Township Precinct 1,7
Governor (REP),Kevin Rinke,,Fulton Township Precinct 1,73
Governor (REP),Garrett Soldano,,Fulton Township Precinct 1,84
Governor (REP),Write-In (WRITE-IN),,Fulton Township Precinct 1,4
Governor (REP),QW - James Elmer Craig,,Fulton Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Fulton Township Precinct 1,4
Governor (REP),Tudor M. Dixon,,Hamilton Township Precinct 1,17
Governor (REP),Ryan D. Kelley,,Hamilton Township Precinct 1,18
Governor (REP),Ralph Rebandt,,Hamilton Township Precinct 1,3
Governor (REP),Kevin Rinke,,Hamilton Township Precinct 1,17
Governor (REP),Garrett Soldano,,Hamilton Township Precinct 1,14
Governor (REP),Write-In (WRITE-IN),,Hamilton Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Hamilton Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Hamilton Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Lafayette Township Precinct 1,31
Governor (REP),Ryan D. Kelley,,Lafayette Township Precinct 1,25
Governor (REP),Ralph Rebandt,,Lafayette Township Precinct 1,6
Governor (REP),Kevin Rinke,,Lafayette Township Precinct 1,24
Governor (REP),Garrett Soldano,,Lafayette Township Precinct 1,24
Governor (REP),Write-In (WRITE-IN),,Lafayette Township Precinct 1,3
Governor (REP),QW - James Elmer Craig,,Lafayette Township Precinct 1,2
Governor (REP),Unqualified Write-Ins,,Lafayette Township Precinct 1,1
Governor (REP),Tudor M. Dixon,,New Haven Township Precinct 1,46
Governor (REP),Ryan D. Kelley,,New Haven Township Precinct 1,44
Governor (REP),Ralph Rebandt,,New Haven Township Precinct 1,9
Governor (REP),Kevin Rinke,,New Haven Township Precinct 1,31
Governor (REP),Garrett Soldano,,New Haven Township Precinct 1,34
Governor (REP),Write-In (WRITE-IN),,New Haven Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,New Haven Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,New Haven Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Newark Township Precinct 1,50
Governor (REP),Ryan D. Kelley,,Newark Township Precinct 1,30
Governor (REP),Ralph Rebandt,,Newark Township Precinct 1,4
Governor (REP),Kevin Rinke,,Newark Township Precinct 1,40
Governor (REP),Garrett Soldano,,Newark Township Precinct 1,37
Governor (REP),Write-In (WRITE-IN),,Newark Township Precinct 1,1
Governor (REP),QW - James Elmer Craig,,Newark Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Newark Township Precinct 1,1
Governor (REP),Tudor M. Dixon,,North Shade Township Precinct 1,30
Governor (REP),Ryan D. Kelley,,North Shade Township Precinct 1,16
Governor (REP),Ralph Rebandt,,North Shade Township Precinct 1,5
Governor (REP),Kevin Rinke,,North Shade Township Precinct 1,13
Governor (REP),Garrett Soldano,,North Shade Township Precinct 1,18
Governor (REP),Write-In (WRITE-IN),,North Shade Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,North Shade Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,North Shade Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,North Star Township Precinct 1,45
Governor (REP),Ryan D. Kelley,,North Star Township Precinct 1,33
Governor (REP),Ralph Rebandt,,North Star Township Precinct 1,5
Governor (REP),Kevin Rinke,,North Star Township Precinct 1,29
Governor (REP),Garrett Soldano,,North Star Township Precinct 1,61
Governor (REP),Write-In (WRITE-IN),,North Star Township Precinct 1,1
Governor (REP),QW - James Elmer Craig,,North Star Township Precinct 1,1
Governor (REP),Unqualified Write-Ins,,North Star Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Pine River Township Precinct 1,129
Governor (REP),Ryan D. Kelley,,Pine River Township Precinct 1,101
Governor (REP),Ralph Rebandt,,Pine River Township Precinct 1,13
Governor (REP),Kevin Rinke,,Pine River Township Precinct 1,70
Governor (REP),Garrett Soldano,,Pine River Township Precinct 1,94
Governor (REP),Write-In (WRITE-IN),,Pine River Township Precinct 1,2
Governor (REP),QW - James Elmer Craig,,Pine River Township Precinct 1,2
Governor (REP),Unqualified Write-Ins,,Pine River Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Seville Township Precinct 1,108
Governor (REP),Ryan D. Kelley,,Seville Township Precinct 1,62
Governor (REP),Ralph Rebandt,,Seville Township Precinct 1,13
Governor (REP),Kevin Rinke,,Seville Township Precinct 1,77
Governor (REP),Garrett Soldano,,Seville Township Precinct 1,78
Governor (REP),Write-In (WRITE-IN),,Seville Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Seville Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Seville Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Sumner Township Precinct 1,82
Governor (REP),Ryan D. Kelley,,Sumner Township Precinct 1,54
Governor (REP),Ralph Rebandt,,Sumner Township Precinct 1,9
Governor (REP),Kevin Rinke,,Sumner Township Precinct 1,57
Governor (REP),Garrett Soldano,,Sumner Township Precinct 1,94
Governor (REP),Write-In (WRITE-IN),,Sumner Township Precinct 1,1
Governor (REP),QW - James Elmer Craig,,Sumner Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Sumner Township Precinct 1,1
Governor (REP),Tudor M. Dixon,,Washington Township Precinct 1,42
Governor (REP),Ryan D. Kelley,,Washington Township Precinct 1,27
Governor (REP),Ralph Rebandt,,Washington Township Precinct 1,6
Governor (REP),Kevin Rinke,,Washington Township Precinct 1,24
Governor (REP),Garrett Soldano,,Washington Township Precinct 1,39
Governor (REP),Write-In (WRITE-IN),,Washington Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Washington Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Washington Township Precinct 1,0
Governor (REP),Tudor M. Dixon,,Wheeler Township Precinct 1,113
Governor (REP),Ryan D. Kelley,,Wheeler Township Precinct 1,68
Governor (REP),Ralph Rebandt,,Wheeler Township Precinct 1,16
Governor (REP),Kevin Rinke,,Wheeler Township Precinct 1,79
Governor (REP),Garrett Soldano,,Wheeler Township Precinct 1,99
Governor (REP),Write-In (WRITE-IN),,Wheeler Township Precinct 1,0
Governor (REP),QW - James Elmer Craig,,Wheeler Township Precinct 1,0
Governor (REP),Unqualified Write-Ins,,Wheeler Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Arcada Township Precinct 1,104
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Arcada Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Bethany Township Precinct 1,44
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Bethany Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,City of Alma Precinct 1,161
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,City of Alma Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,City of Alma Precinct 2,199
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,City of Alma Precinct 2,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,City of Alma Precinct 3,156
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,City of Alma Precinct 3,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,City of Ithaca Precinct 1,166
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,City of Ithaca Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,City of St. Louis Precinct 1,181
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,City of St. Louis Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Elba Township Precinct 1,59
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Elba Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Emerson Township Precinct 1,35
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Emerson Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Fulton Township Precinct 1,129
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Fulton Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Hamilton Township Precinct 1,17
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Hamilton Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Lafayette Township Precinct 1,13
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Lafayette Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,New Haven Township Precinct 1,34
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,New Haven Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Newark Township Precinct 1,38
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Newark Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,North Shade Township Precinct 1,18
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,North Shade Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,North Star Township Precinct 1,41
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,North Star Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Pine River Township Precinct 1,144
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Pine River Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Seville Township Precinct 1,90
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Seville Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Sumner Township Precinct 1,81
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Sumner Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Washington Township Precinct 1,35
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Washington Township Precinct 1,0
Representative in Congress 2nd District (DEM),Jerry Hilliard,,Wheeler Township Precinct 1,112
Representative in Congress 2nd District (DEM),Write-In (WRITE-IN),,Wheeler Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Arcada Township Precinct 1,232
Representative in Congress 2nd District (REP),Thomas J. Norton,,Arcada Township Precinct 1,68
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Arcada Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Bethany Township Precinct 1,178
Representative in Congress 2nd District (REP),Thomas J. Norton,,Bethany Township Precinct 1,59
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Bethany Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,City of Alma Precinct 1,197
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Alma Precinct 1,51
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Alma Precinct 1,2
Representative in Congress 2nd District (REP),John Moolenaar,,City of Alma Precinct 2,189
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Alma Precinct 2,63
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Alma Precinct 2,2
Representative in Congress 2nd District (REP),John Moolenaar,,City of Alma Precinct 3,141
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Alma Precinct 3,46
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Alma Precinct 3,0
Representative in Congress 2nd District (REP),John Moolenaar,,City of Ithaca Precinct 1,283
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of Ithaca Precinct 1,123
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of Ithaca Precinct 1,2
Representative in Congress 2nd District (REP),John Moolenaar,,City of St. Louis Precinct 1,260
Representative in Congress 2nd District (REP),Thomas J. Norton,,City of St. Louis Precinct 1,114
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,City of St. Louis Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Elba Township Precinct 1,140
Representative in Congress 2nd District (REP),Thomas J. Norton,,Elba Township Precinct 1,39
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Elba Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Emerson Township Precinct 1,126
Representative in Congress 2nd District (REP),Thomas J. Norton,,Emerson Township Precinct 1,45
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Emerson Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Fulton Township Precinct 1,263
Representative in Congress 2nd District (REP),Thomas J. Norton,,Fulton Township Precinct 1,135
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Fulton Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Hamilton Township Precinct 1,59
Representative in Congress 2nd District (REP),Thomas J. Norton,,Hamilton Township Precinct 1,13
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Hamilton Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Lafayette Township Precinct 1,77
Representative in Congress 2nd District (REP),Thomas J. Norton,,Lafayette Township Precinct 1,34
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Lafayette Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,New Haven Township Precinct 1,101
Representative in Congress 2nd District (REP),Thomas J. Norton,,New Haven Township Precinct 1,60
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,New Haven Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Newark Township Precinct 1,108
Representative in Congress 2nd District (REP),Thomas J. Norton,,Newark Township Precinct 1,54
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Newark Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,North Shade Township Precinct 1,56
Representative in Congress 2nd District (REP),Thomas J. Norton,,North Shade Township Precinct 1,27
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,North Shade Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,North Star Township Precinct 1,134
Representative in Congress 2nd District (REP),Thomas J. Norton,,North Star Township Precinct 1,43
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,North Star Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Pine River Township Precinct 1,309
Representative in Congress 2nd District (REP),Thomas J. Norton,,Pine River Township Precinct 1,102
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Pine River Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Seville Township Precinct 1,231
Representative in Congress 2nd District (REP),Thomas J. Norton,,Seville Township Precinct 1,113
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Seville Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Sumner Township Precinct 1,225
Representative in Congress 2nd District (REP),Thomas J. Norton,,Sumner Township Precinct 1,70
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Sumner Township Precinct 1,1
Representative in Congress 2nd District (REP),John Moolenaar,,Washington Township Precinct 1,107
Representative in Congress 2nd District (REP),Thomas J. Norton,,Washington Township Precinct 1,32
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Washington Township Precinct 1,0
Representative in Congress 2nd District (REP),John Moolenaar,,Wheeler Township Precinct 1,273
Representative in Congress 2nd District (REP),Thomas J. Norton,,Wheeler Township Precinct 1,94
Representative in Congress 2nd District (REP),Write-In (WRITE-IN),,Wheeler Township Precinct 1,2
State Senator 34th District (DEM),Christine Gerace,,Arcada Township Precinct 1,105
State Senator 34th District (DEM),Write-In (WRITE-IN),,Arcada Township Precinct 1,1
State Senator 34th District (DEM),Christine Gerace,,Bethany Township Precinct 1,45
State Senator 34th District (DEM),Write-In (WRITE-IN),,Bethany Township Precinct 1,0
State Senator 34th District (DEM),Christine Gerace,,City of Alma Precinct 1,160
State Senator 34th District (DEM),Write-In (WRITE-IN),,City of Alma Precinct 1,0
State Senator 34th District (DEM),Christine Gerace,,City of Alma Precinct 2,197
