Contest,Candidate,Party,Precinct,Votes
County Treasurer (REP),Tonia M. Hartline,REP,"Cedar Township, Precinct 1",102
County Treasurer (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Evart Township, Precinct 1",161
County Treasurer (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Hartwick Township, Precinct 1",63
County Treasurer (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Hersey Township, Precinct 1",176
County Treasurer (REP),Write-in,REP,"Hersey Township, Precinct 1",1
County Treasurer (REP),Tonia M. Hartline,REP,"Highland Township, Precinct 1",136
County Treasurer (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Leroy Township, Precinct 1",186
County Treasurer (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Lincoln Township, Precinct 1",191
County Treasurer (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Marion Township, Precinct 1",175
County Treasurer (REP),Write-in,REP,"Marion Township, Precinct 1",1
County Treasurer (REP),Tonia M. Hartline,REP,"Middle Branch Township, Precinct 1",148
County Treasurer (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Orient Township, Precinct 1",101
County Treasurer (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Osceola Township, Precinct 1",146
County Treasurer (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Richmond Township, Precinct 1",246
County Treasurer (REP),Write-in,REP,"Richmond Township, Precinct 1",2
County Treasurer (REP),Tonia M. Hartline,REP,"Rose Lake Township, Precinct 1",290
County Treasurer (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"Sherman Township, Precinct 1",165
County Treasurer (REP),Write-in,REP,"Sherman Township, Precinct 1",1
County Treasurer (REP),Tonia M. Hartline,REP,"Sylvan Township, Precinct 1",107
County Treasurer (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Treasurer (REP),Tonia M. Hartline,REP,"City of Evart, Precinct 1",106
County Treasurer (REP),Write-in,REP,"City of Evart, Precinct 1",1
County Treasurer (REP),Tonia M. Hartline,REP,"City of Reed City, Precinct 1",220
County Treasurer (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Burdell Township, Precinct 1",237
County Register of Deeds (REP),Write-in,REP,"Burdell Township, Precinct 1",1
County Register of Deeds (REP),Heather E. Gray,REP,"Cedar Township, Precinct 1",102
County Register of Deeds (REP),Write-in,REP,"Cedar Township, Precinct 1",1
County Register of Deeds (REP),Heather E. Gray,REP,"Evart Township, Precinct 1",161
County Register of Deeds (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Hartwick Township, Precinct 1",65
County Register of Deeds (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Hersey Township, Precinct 1",178
County Register of Deeds (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Highland Township, Precinct 1",136
County Register of Deeds (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Leroy Township, Precinct 1",181
County Register of Deeds (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Lincoln Township, Precinct 1",193
County Register of Deeds (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Marion Township, Precinct 1",178
County Register of Deeds (REP),Write-in,REP,"Marion Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Middle Branch Township, Precinct 1",145
County Register of Deeds (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Orient Township, Precinct 1",102
County Register of Deeds (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Osceola Township, Precinct 1",144
County Register of Deeds (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Richmond Township, Precinct 1",247
County Register of Deeds (REP),Write-in,REP,"Richmond Township, Precinct 1",1
County Register of Deeds (REP),Heather E. Gray,REP,"Rose Lake Township, Precinct 1",290
County Register of Deeds (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"Sherman Township, Precinct 1",158
County Register of Deeds (REP),Write-in,REP,"Sherman Township, Precinct 1",1
County Register of Deeds (REP),Heather E. Gray,REP,"Sylvan Township, Precinct 1",108
County Register of Deeds (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"City of Evart, Precinct 1",109
County Register of Deeds (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Register of Deeds (REP),Heather E. Gray,REP,"City of Reed City, Precinct 1",221
County Register of Deeds (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Burdell Township, Precinct 1",65
County Road Commissioner (REP),Mindy Faulman,REP,"Burdell Township, Precinct 1",42
County Road Commissioner (REP),Doug Kanouse,REP,"Burdell Township, Precinct 1",188
County Road Commissioner (REP),Gary L. Wemple,REP,"Burdell Township, Precinct 1",157
County Road Commissioner (REP),Write-in,REP,"Burdell Township, Precinct 1",2
County Road Commissioner (REP),Amy Bontekoe,REP,"Cedar Township, Precinct 1",26
County Road Commissioner (REP),Mindy Faulman,REP,"Cedar Township, Precinct 1",19
County Road Commissioner (REP),Doug Kanouse,REP,"Cedar Township, Precinct 1",78
County Road Commissioner (REP),Gary L. Wemple,REP,"Cedar Township, Precinct 1",52
County Road Commissioner (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Evart Township, Precinct 1",60
County Road Commissioner (REP),Mindy Faulman,REP,"Evart Township, Precinct 1",28
County Road Commissioner (REP),Doug Kanouse,REP,"Evart Township, Precinct 1",109
County Road Commissioner (REP),Gary L. Wemple,REP,"Evart Township, Precinct 1",81
County Road Commissioner (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Hartwick Township, Precinct 1",26
County Road Commissioner (REP),Mindy Faulman,REP,"Hartwick Township, Precinct 1",4
County Road Commissioner (REP),Doug Kanouse,REP,"Hartwick Township, Precinct 1",48
County Road Commissioner (REP),Gary L. Wemple,REP,"Hartwick Township, Precinct 1",38
County Road Commissioner (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Hersey Township, Precinct 1",78
County Road Commissioner (REP),Mindy Faulman,REP,"Hersey Township, Precinct 1",41
County Road Commissioner (REP),Doug Kanouse,REP,"Hersey Township, Precinct 1",142
County Road Commissioner (REP),Gary L. Wemple,REP,"Hersey Township, Precinct 1",66
County Road Commissioner (REP),Write-in,REP,"Hersey Township, Precinct 1",1
County Road Commissioner (REP),Amy Bontekoe,REP,"Highland Township, Precinct 1",55
County Road Commissioner (REP),Mindy Faulman,REP,"Highland Township, Precinct 1",39
County Road Commissioner (REP),Doug Kanouse,REP,"Highland Township, Precinct 1",77
County Road Commissioner (REP),Gary L. Wemple,REP,"Highland Township, Precinct 1",68
County Road Commissioner (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Leroy Township, Precinct 1",37
County Road Commissioner (REP),Mindy Faulman,REP,"Leroy Township, Precinct 1",30
County Road Commissioner (REP),Doug Kanouse,REP,"Leroy Township, Precinct 1",167
County Road Commissioner (REP),Gary L. Wemple,REP,"Leroy Township, Precinct 1",130
County Road Commissioner (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Lincoln Township, Precinct 1",57
County Road Commissioner (REP),Mindy Faulman,REP,"Lincoln Township, Precinct 1",31
County Road Commissioner (REP),Doug Kanouse,REP,"Lincoln Township, Precinct 1",155
County Road Commissioner (REP),Gary L. Wemple,REP,"Lincoln Township, Precinct 1",99
County Road Commissioner (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
County Road Commissioner (REP),Amy Bontekoe,REP,"Marion Township, Precinct 1",124
County Road Commissioner (REP),Mindy Faulman,REP,"Marion Township, Precinct 1",77
County Road Commissioner (REP),Doug Kanouse,REP,"Marion Township, Precinct 1",83
County Road Commissioner (REP),Gary L. Wemple,REP,"Marion Township, Precinct 1",58
County Road Commissioner (REP),Write-in,REP,"Marion Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Middle Branch Township, Precinct 1",67
County Road Commissioner (REP),Mindy Faulman,REP,"Middle Branch Township, Precinct 1",66
County Road Commissioner (REP),Doug Kanouse,REP,"Middle Branch Township, Precinct 1",79
County Road Commissioner (REP),Gary L. Wemple,REP,"Middle Branch Township, Precinct 1",67
County Road Commissioner (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Orient Township, Precinct 1",54
County Road Commissioner (REP),Mindy Faulman,REP,"Orient Township, Precinct 1",31
County Road Commissioner (REP),Doug Kanouse,REP,"Orient Township, Precinct 1",58
County Road Commissioner (REP),Gary L. Wemple,REP,"Orient Township, Precinct 1",36
County Road Commissioner (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Osceola Township, Precinct 1",63
County Road Commissioner (REP),Mindy Faulman,REP,"Osceola Township, Precinct 1",28
County Road Commissioner (REP),Doug Kanouse,REP,"Osceola Township, Precinct 1",106
County Road Commissioner (REP),Gary L. Wemple,REP,"Osceola Township, Precinct 1",74
County Road Commissioner (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Richmond Township, Precinct 1",93
County Road Commissioner (REP),Mindy Faulman,REP,"Richmond Township, Precinct 1",52
County Road Commissioner (REP),Doug Kanouse,REP,"Richmond Township, Precinct 1",196
County Road Commissioner (REP),Gary L. Wemple,REP,"Richmond Township, Precinct 1",116
County Road Commissioner (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"Rose Lake Township, Precinct 1",87
County Road Commissioner (REP),Mindy Faulman,REP,"Rose Lake Township, Precinct 1",66
County Road Commissioner (REP),Doug Kanouse,REP,"Rose Lake Township, Precinct 1",253
County Road Commissioner (REP),Gary L. Wemple,REP,"Rose Lake Township, Precinct 1",135
County Road Commissioner (REP),Write-in,REP,"Rose Lake Township, Precinct 1",1
County Road Commissioner (REP),Amy Bontekoe,REP,"Sherman Township, Precinct 1",49
County Road Commissioner (REP),Mindy Faulman,REP,"Sherman Township, Precinct 1",23
County Road Commissioner (REP),Doug Kanouse,REP,"Sherman Township, Precinct 1",120
County Road Commissioner (REP),Gary L. Wemple,REP,"Sherman Township, Precinct 1",107
County Road Commissioner (REP),Write-in,REP,"Sherman Township, Precinct 1",3
County Road Commissioner (REP),Amy Bontekoe,REP,"Sylvan Township, Precinct 1",44
County Road Commissioner (REP),Mindy Faulman,REP,"Sylvan Township, Precinct 1",27
County Road Commissioner (REP),Doug Kanouse,REP,"Sylvan Township, Precinct 1",79
County Road Commissioner (REP),Gary L. Wemple,REP,"Sylvan Township, Precinct 1",50
County Road Commissioner (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"City of Evart, Precinct 1",49
County Road Commissioner (REP),Mindy Faulman,REP,"City of Evart, Precinct 1",25
County Road Commissioner (REP),Doug Kanouse,REP,"City of Evart, Precinct 1",79
County Road Commissioner (REP),Gary L. Wemple,REP,"City of Evart, Precinct 1",40
County Road Commissioner (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Road Commissioner (REP),Amy Bontekoe,REP,"City of Reed City, Precinct 1",71
County Road Commissioner (REP),Mindy Faulman,REP,"City of Reed City, Precinct 1",49
County Road Commissioner (REP),Doug Kanouse,REP,"City of Reed City, Precinct 1",164
County Road Commissioner (REP),Gary L. Wemple,REP,"City of Reed City, Precinct 1",96
County Road Commissioner (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Burdell Township, Precinct 1",67
County Drain Commissioner (REP),Doug Bontekoe,REP,"Burdell Township, Precinct 1",83
County Drain Commissioner (REP),Edward Williams,REP,"Burdell Township, Precinct 1",66
County Drain Commissioner (REP),Write-in,REP,"Burdell Township, Precinct 1",1
County Drain Commissioner (REP),David Belden,REP,"Cedar Township, Precinct 1",49
County Drain Commissioner (REP),Doug Bontekoe,REP,"Cedar Township, Precinct 1",27
County Drain Commissioner (REP),Edward Williams,REP,"Cedar Township, Precinct 1",25
County Drain Commissioner (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Evart Township, Precinct 1",63
County Drain Commissioner (REP),Doug Bontekoe,REP,"Evart Township, Precinct 1",50
County Drain Commissioner (REP),Edward Williams,REP,"Evart Township, Precinct 1",47
County Drain Commissioner (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Hartwick Township, Precinct 1",21
County Drain Commissioner (REP),Doug Bontekoe,REP,"Hartwick Township, Precinct 1",26
County Drain Commissioner (REP),Edward Williams,REP,"Hartwick Township, Precinct 1",18
County Drain Commissioner (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Hersey Township, Precinct 1",76
County Drain Commissioner (REP),Doug Bontekoe,REP,"Hersey Township, Precinct 1",59
County Drain Commissioner (REP),Edward Williams,REP,"Hersey Township, Precinct 1",47
County Drain Commissioner (REP),Write-in,REP,"Hersey Township, Precinct 1",1
County Drain Commissioner (REP),David Belden,REP,"Highland Township, Precinct 1",17
County Drain Commissioner (REP),Doug Bontekoe,REP,"Highland Township, Precinct 1",73
County Drain Commissioner (REP),Edward Williams,REP,"Highland Township, Precinct 1",40
County Drain Commissioner (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Leroy Township, Precinct 1",63
County Drain Commissioner (REP),Doug Bontekoe,REP,"Leroy Township, Precinct 1",57
County Drain Commissioner (REP),Edward Williams,REP,"Leroy Township, Precinct 1",46
County Drain Commissioner (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Lincoln Township, Precinct 1",117
County Drain Commissioner (REP),Doug Bontekoe,REP,"Lincoln Township, Precinct 1",41
County Drain Commissioner (REP),Edward Williams,REP,"Lincoln Township, Precinct 1",48
County Drain Commissioner (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
County Drain Commissioner (REP),David Belden,REP,"Marion Township, Precinct 1",20
County Drain Commissioner (REP),Doug Bontekoe,REP,"Marion Township, Precinct 1",102
County Drain Commissioner (REP),Edward Williams,REP,"Marion Township, Precinct 1",76
County Drain Commissioner (REP),Write-in,REP,"Marion Township, Precinct 1",1
County Drain Commissioner (REP),David Belden,REP,"Middle Branch Township, Precinct 1",43
County Drain Commissioner (REP),Doug Bontekoe,REP,"Middle Branch Township, Precinct 1",39
County Drain Commissioner (REP),Edward Williams,REP,"Middle Branch Township, Precinct 1",78
County Drain Commissioner (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Orient Township, Precinct 1",30
County Drain Commissioner (REP),Doug Bontekoe,REP,"Orient Township, Precinct 1",39
County Drain Commissioner (REP),Edward Williams,REP,"Orient Township, Precinct 1",30
County Drain Commissioner (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Osceola Township, Precinct 1",54
County Drain Commissioner (REP),Doug Bontekoe,REP,"Osceola Township, Precinct 1",49
County Drain Commissioner (REP),Edward Williams,REP,"Osceola Township, Precinct 1",43
County Drain Commissioner (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Richmond Township, Precinct 1",152
County Drain Commissioner (REP),Doug Bontekoe,REP,"Richmond Township, Precinct 1",60
County Drain Commissioner (REP),Edward Williams,REP,"Richmond Township, Precinct 1",59
County Drain Commissioner (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"Rose Lake Township, Precinct 1",89
County Drain Commissioner (REP),Doug Bontekoe,REP,"Rose Lake Township, Precinct 1",107
County Drain Commissioner (REP),Edward Williams,REP,"Rose Lake Township, Precinct 1",88
County Drain Commissioner (REP),Write-in,REP,"Rose Lake Township, Precinct 1",1
County Drain Commissioner (REP),David Belden,REP,"Sherman Township, Precinct 1",39
County Drain Commissioner (REP),Doug Bontekoe,REP,"Sherman Township, Precinct 1",58
County Drain Commissioner (REP),Edward Williams,REP,"Sherman Township, Precinct 1",57
County Drain Commissioner (REP),Write-in,REP,"Sherman Township, Precinct 1",3
County Drain Commissioner (REP),David Belden,REP,"Sylvan Township, Precinct 1",29
County Drain Commissioner (REP),Doug Bontekoe,REP,"Sylvan Township, Precinct 1",38
County Drain Commissioner (REP),Edward Williams,REP,"Sylvan Township, Precinct 1",43
County Drain Commissioner (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"City of Evart, Precinct 1",33
County Drain Commissioner (REP),Doug Bontekoe,REP,"City of Evart, Precinct 1",48
County Drain Commissioner (REP),Edward Williams,REP,"City of Evart, Precinct 1",33
County Drain Commissioner (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Drain Commissioner (REP),David Belden,REP,"City of Reed City, Precinct 1",138
County Drain Commissioner (REP),Doug Bontekoe,REP,"City of Reed City, Precinct 1",30
County Drain Commissioner (REP),Edward Williams,REP,"City of Reed City, Precinct 1",53
County Drain Commissioner (REP),Write-in,REP,"City of Reed City, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Burdell Township, Precinct 1",235
County Surveyor (REP),Write-in,REP,"Burdell Township, Precinct 1",2
County Surveyor (REP),Bill Sikkema,REP,"Cedar Township, Precinct 1",100
County Surveyor (REP),Write-in,REP,"Cedar Township, Precinct 1",1
County Surveyor (REP),Bill Sikkema,REP,"Evart Township, Precinct 1",157
County Surveyor (REP),Write-in,REP,"Evart Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Hartwick Township, Precinct 1",62
County Surveyor (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Hersey Township, Precinct 1",177
County Surveyor (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Highland Township, Precinct 1",132
County Surveyor (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Leroy Township, Precinct 1",166
County Surveyor (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Lincoln Township, Precinct 1",192
County Surveyor (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
County Surveyor (REP),Bill Sikkema,REP,"Marion Township, Precinct 1",180
County Surveyor (REP),Write-in,REP,"Marion Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Middle Branch Township, Precinct 1",142
County Surveyor (REP),Write-in,REP,"Middle Branch Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Orient Township, Precinct 1",100
County Surveyor (REP),Write-in,REP,"Orient Township, Precinct 1",1
County Surveyor (REP),Bill Sikkema,REP,"Osceola Township, Precinct 1",142
County Surveyor (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Richmond Township, Precinct 1",243
County Surveyor (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Rose Lake Township, Precinct 1",288
County Surveyor (REP),Write-in,REP,"Rose Lake Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Sherman Township, Precinct 1",167
County Surveyor (REP),Write-in,REP,"Sherman Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"Sylvan Township, Precinct 1",103
County Surveyor (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"City of Evart, Precinct 1",105
County Surveyor (REP),Write-in,REP,"City of Evart, Precinct 1",0
County Surveyor (REP),Bill Sikkema,REP,"City of Reed City, Precinct 1",204
County Surveyor (REP),Write-in,REP,"City of Reed City, Precinct 1",1
County Commissioner 1st District (REP),Gregory L. Gydesen,REP,"Burdell Township, Precinct 1",93
County Commissioner 1st District (REP),Write-in,REP,"Burdell Township, Precinct 1",0
County Commissioner 1st District (REP),Gregory L. Gydesen,REP,"Leroy Township, Precinct 1",170
County Commissioner 1st District (REP),Write-in,REP,"Leroy Township, Precinct 1",0
County Commissioner 1st District (REP),Gregory L. Gydesen,REP,"Lincoln Township, Precinct 1",196
County Commissioner 1st District (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
County Commissioner 2nd District (REP),Mark Gregory,REP,"Burdell Township, Precinct 1",134
County Commissioner 2nd District (REP),Write-in,REP,"Burdell Township, Precinct 1",2
County Commissioner 2nd District (REP),Mark Gregory,REP,"Rose Lake Township, Precinct 1",289
County Commissioner 2nd District (REP),Write-in,REP,"Rose Lake Township, Precinct 1",1
County Commissioner 2nd District (REP),Mark Gregory,REP,"Sherman Township, Precinct 1",166
County Commissioner 2nd District (REP),Write-in,REP,"Sherman Township, Precinct 1",1
County Commissioner 3rd District (REP),Andrew Scott Faulman,REP,"Hartwick Township, Precinct 1",14
County Commissioner 3rd District (REP),David G. Turner,REP,"Hartwick Township, Precinct 1",40
County Commissioner 3rd District (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
County Commissioner 3rd District (REP),Andrew Scott Faulman,REP,"Highland Township, Precinct 1",60
County Commissioner 3rd District (REP),David G. Turner,REP,"Highland Township, Precinct 1",67
County Commissioner 3rd District (REP),Write-in,REP,"Highland Township, Precinct 1",0
County Commissioner 3rd District (REP),Andrew Scott Faulman,REP,"Marion Township, Precinct 1",97
County Commissioner 3rd District (REP),David G. Turner,REP,"Marion Township, Precinct 1",95
County Commissioner 3rd District (REP),Write-in,REP,"Marion Township, Precinct 1",0
County Commissioner 4th District (REP),Timothy Michell,REP,"Middle Branch Township, Precinct 1",133
County Commissioner 4th District (REP),Write-in,REP,"Middle Branch Township, Precinct 1",3
County Commissioner 4th District (REP),Timothy Michell,REP,"Orient Township, Precinct 1",96
County Commissioner 4th District (REP),Write-in,REP,"Orient Township, Precinct 1",0
County Commissioner 4th District (REP),Timothy Michell,REP,"Osceola Township, Precinct 1",124
County Commissioner 4th District (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Commissioner 4th District (REP),Timothy Michell,REP,"Sylvan Township, Precinct 1",101
County Commissioner 4th District (REP),Write-in,REP,"Sylvan Township, Precinct 1",0
County Commissioner 5th District (REP),James Custer,REP,"Evart Township, Precinct 1",155
County Commissioner 5th District (REP),Write-in,REP,"Evart Township, Precinct 1",1
County Commissioner 5th District (REP),James Custer,REP,"Osceola Township, Precinct 1",12
County Commissioner 5th District (REP),Write-in,REP,"Osceola Township, Precinct 1",0
County Commissioner 5th District (REP),James Custer,REP,"City of Evart, Precinct 1",105
County Commissioner 5th District (REP),Write-in,REP,"City of Evart, Precinct 1",1
County Commissioner 6th District (REP),Scott Stieg,REP,"Cedar Township, Precinct 1",94
County Commissioner 6th District (REP),Write-in,REP,"Cedar Township, Precinct 1",0
County Commissioner 6th District (REP),Scott Stieg,REP,"Hersey Township, Precinct 1",181
County Commissioner 6th District (REP),Write-in,REP,"Hersey Township, Precinct 1",0
County Commissioner 6th District (REP),Scott Stieg,REP,"Richmond Township, Precinct 1",106
County Commissioner 6th District (REP),Write-in,REP,"Richmond Township, Precinct 1",1
County Commissioner 7th District (REP),Sally Momany,REP,"Richmond Township, Precinct 1",63
County Commissioner 7th District (REP),Russ Nehmer,REP,"Richmond Township, Precinct 1",62
County Commissioner 7th District (REP),David Scharlow,REP,"Richmond Township, Precinct 1",31
County Commissioner 7th District (REP),Write-in,REP,"Richmond Township, Precinct 1",0
County Commissioner 7th District (REP),Sally Momany,REP,"City of Reed City, Precinct 1",67
County Commissioner 7th District (REP),Russ Nehmer,REP,"City of Reed City, Precinct 1",113
County Commissioner 7th District (REP),David Scharlow,REP,"City of Reed City, Precinct 1",44
County Commissioner 7th District (REP),Write-in,REP,"City of Reed City, Precinct 1",0
Burdell Township Supervisor (REP),Dean Molnar,REP,"Burdell Township, Precinct 1",238
Burdell Township Supervisor (REP),Write-in,REP,"Burdell Township, Precinct 1",1
Burdell Township Clerk (REP),Richard S. Dunlap,REP,"Burdell Township, Precinct 1",233
Burdell Township Clerk (REP),Write-in,REP,"Burdell Township, Precinct 1",1
Burdell Township Treasurer (REP),Mary E. Holmes,REP,"Burdell Township, Precinct 1",249
Burdell Township Treasurer (REP),Write-in,REP,"Burdell Township, Precinct 1",0
Burdell Township Trustee (REP),Edward DeWitt III,REP,"Burdell Township, Precinct 1",67
Burdell Township Trustee (REP),Werner Gunthner,REP,"Burdell Township, Precinct 1",72
Burdell Township Trustee (REP),Ted W. Mattson,REP,"Burdell Township, Precinct 1",153
Burdell Township Trustee (REP),Donna Molnar,REP,"Burdell Township, Precinct 1",135
Burdell Township Trustee (REP),Write-in,REP,"Burdell Township, Precinct 1",4
Cedar Township Supervisor (REP),Cynthia Gadbois,REP,"Cedar Township, Precinct 1",78
Cedar Township Supervisor (REP),Loren C. Stieg,REP,"Cedar Township, Precinct 1",43
Cedar Township Supervisor (REP),Write-in,REP,"Cedar Township, Precinct 1",0
Cedar Township Clerk (REP),Mary Clark,REP,"Cedar Township, Precinct 1",101
Cedar Township Clerk (REP),Write-in,REP,"Cedar Township, Precinct 1",0
Cedar Township Treasurer (REP),Heather Battle,REP,"Cedar Township, Precinct 1",101
Cedar Township Treasurer (REP),Write-in,REP,"Cedar Township, Precinct 1",2
Cedar Township Trustee (REP),Kimberly Cool,REP,"Cedar Township, Precinct 1",101
Cedar Township Trustee (REP),Edward Lundborg,REP,"Cedar Township, Precinct 1",72
Cedar Township Trustee (REP),Write-in,REP,"Cedar Township, Precinct 1",0
Evart Township Supervisor (REP),Douglas Derscheid,REP,"Evart Township, Precinct 1",165
Evart Township Supervisor (REP),Write-in,REP,"Evart Township, Precinct 1",0
Evart Township Clerk (REP),Write-in,REP,"Evart Township, Precinct 1",9
Evart Township Treasurer (REP),Martha Y. Hartman,REP,"Evart Township, Precinct 1",165
Evart Township Treasurer (REP),Write-in,REP,"Evart Township, Precinct 1",0
Evart Township Trustee (REP),Chad L. Booher,REP,"Evart Township, Precinct 1",155
Evart Township Trustee (REP),Stephen Campbell,REP,"Evart Township, Precinct 1",134
Evart Township Trustee (REP),Write-in,REP,"Evart Township, Precinct 1",0
Hartwick Township Supervisor (REP),Write-in,REP,"Hartwick Township, Precinct 1",3
Hartwick Township Clerk (REP),Shelley Muczynski,REP,"Hartwick Township, Precinct 1",66
Hartwick Township Clerk (REP),Write-in,REP,"Hartwick Township, Precinct 1",0
Hartwick Township Treasurer (REP),Michael J. Ritzer,REP,"Hartwick Township, Precinct 1",62
