Contest,Candidate,Party,Precinct,Votes
Larkin Township Clerk (REP),Lisa Benter Rich,REP,"Larkin Township, Precinct 3",161
Larkin Township Clerk (REP),Write-in,REP,"Larkin Township, Precinct 3",2
Larkin Township Treasurer (REP),Mandy Archbold,REP,"Larkin Township, Precinct 1",239
Larkin Township Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 1",1
Larkin Township Treasurer (REP),Mandy Archbold,REP,"Larkin Township, Precinct 2",218
Larkin Township Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 2",1
Larkin Township Treasurer (REP),Mandy Archbold,REP,"Larkin Township, Precinct 3",163
Larkin Township Treasurer (REP),Write-in,REP,"Larkin Township, Precinct 3",1
Larkin Township Trustee (REP),Todd Draves,REP,"Larkin Township, Precinct 1",187
Larkin Township Trustee (REP),Karen Hitchcock,REP,"Larkin Township, Precinct 1",199
Larkin Township Trustee (REP),Write-in,REP,"Larkin Township, Precinct 1",6
Larkin Township Trustee (REP),Todd Draves,REP,"Larkin Township, Precinct 2",164
Larkin Township Trustee (REP),Karen Hitchcock,REP,"Larkin Township, Precinct 2",181
Larkin Township Trustee (REP),Write-in,REP,"Larkin Township, Precinct 2",12
Larkin Township Trustee (REP),Todd Draves,REP,"Larkin Township, Precinct 3",134
Larkin Township Trustee (REP),Karen Hitchcock,REP,"Larkin Township, Precinct 3",133
Larkin Township Trustee (REP),Write-in,REP,"Larkin Township, Precinct 3",22
Lee Township Supervisor (REP),Doug Kruger,REP,"Lee Township, Precinct 1",185
Lee Township Supervisor (REP),Write-in,REP,"Lee Township, Precinct 1",3
Lee Township Supervisor (REP),Doug Kruger,REP,"Lee Township, Precinct 2",185
Lee Township Supervisor (REP),Write-in,REP,"Lee Township, Precinct 2",2
Lee Township Clerk (REP),Laura Dawson,REP,"Lee Township, Precinct 1",183
Lee Township Clerk (REP),Write-in,REP,"Lee Township, Precinct 1",2
Lee Township Clerk (REP),Laura Dawson,REP,"Lee Township, Precinct 2",187
Lee Township Clerk (REP),Write-in,REP,"Lee Township, Precinct 2",1
Lee Township Treasurer (REP),Heidi Pitt,REP,"Lee Township, Precinct 1",182
Lee Township Treasurer (REP),Write-in,REP,"Lee Township, Precinct 1",4
Lee Township Treasurer (REP),Heidi Pitt,REP,"Lee Township, Precinct 2",179
Lee Township Treasurer (REP),Write-in,REP,"Lee Township, Precinct 2",1
Lee Township Trustee (REP),Mark List,REP,"Lee Township, Precinct 1",165
Lee Township Trustee (REP),Debra Reiber,REP,"Lee Township, Precinct 1",123
Lee Township Trustee (REP),Write-in,REP,"Lee Township, Precinct 1",4
Lee Township Trustee (REP),Mark List,REP,"Lee Township, Precinct 2",163
Lee Township Trustee (REP),Debra Reiber,REP,"Lee Township, Precinct 2",138
Lee Township Trustee (REP),Write-in,REP,"Lee Township, Precinct 2",0
Lincoln Township Supervisor (REP),Brett Fales,REP,"Lincoln Township, Precinct 1",354
Lincoln Township Supervisor (REP),Write-in,REP,"Lincoln Township, Precinct 1",7
Lincoln Township Clerk (REP),Barbara L. Wilson,REP,"Lincoln Township, Precinct 1",323
Lincoln Township Clerk (REP),Write-in,REP,"Lincoln Township, Precinct 1",2
Lincoln Township Treasurer (REP),Write-in,REP,"Lincoln Township, Precinct 1",25
Lincoln Township Trustee (REP),David D. Dauer,REP,"Lincoln Township, Precinct 1",142
Lincoln Township Trustee (REP),Nate Meredith,REP,"Lincoln Township, Precinct 1",222
Lincoln Township Trustee (REP),Brad Wirtz,REP,"Lincoln Township, Precinct 1",181
Lincoln Township Trustee (REP),Write-in,REP,"Lincoln Township, Precinct 1",3
Lincoln Township Constable (REP),Kevin E. Renwick,REP,"Lincoln Township, Precinct 1",326
Lincoln Township Constable (REP),Write-in,REP,"Lincoln Township, Precinct 1",6
Midland Township Supervisor (REP),Terry Holt,REP,"Midland Township, Precinct 1",232
Midland Township Supervisor (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland Township Clerk (REP),Shelly Armstrong-Miller,REP,"Midland Township, Precinct 1",223
Midland Township Clerk (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland Township Treasurer (REP),Mark J. Radosa,REP,"Midland Township, Precinct 1",219
Midland Township Treasurer (REP),Write-in,REP,"Midland Township, Precinct 1",2
Midland Township Trustee (REP),James R. Avery,REP,"Midland Township, Precinct 1",193
Midland Township Trustee (REP),Jeff Bourcier,REP,"Midland Township, Precinct 1",149
Midland Township Trustee (REP),Paul J. Heyse,REP,"Midland Township, Precinct 1",150
Midland Township Trustee (REP),Haley Wenzlick,REP,"Midland Township, Precinct 1",154
Midland Township Trustee (REP),Write-in,REP,"Midland Township, Precinct 1",3
Mills Township Supervisor (REP),Ron Kutchey,REP,"Mills Township, Precinct 1",216
Mills Township Supervisor (REP),Write-in,REP,"Mills Township, Precinct 1",2
Mills Township Clerk (REP),Kim Sweet,REP,"Mills Township, Precinct 1",220
Mills Township Clerk (REP),Write-in,REP,"Mills Township, Precinct 1",1
Mills Township Treasurer (REP),Sara L. Pitch,REP,"Mills Township, Precinct 1",219
Mills Township Treasurer (REP),Write-in,REP,"Mills Township, Precinct 1",1
Mills Township Trustee (REP),Amy Hoover,REP,"Mills Township, Precinct 1",175
Mills Township Trustee (REP),Alan L. Wendt,REP,"Mills Township, Precinct 1",178
Mills Township Trustee (REP),Write-in,REP,"Mills Township, Precinct 1",3
Mt. Haley Township Supervisor (REP),Kennith D. Brown,REP,"Mt. Haley Township, Precinct 1",154
Mt. Haley Township Supervisor (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",2
Mt. Haley Township Clerk (REP),Karen L. Radosa,REP,"Mt. Haley Township, Precinct 1",161
Mt. Haley Township Clerk (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",2
Mt. Haley Township Treasurer (REP),Leonard A. Breasbois,REP,"Mt. Haley Township, Precinct 1",163
Mt. Haley Township Treasurer (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",2
Mt. Haley Township Trustee (REP),Kevin Mudd,REP,"Mt. Haley Township, Precinct 1",133
Mt. Haley Township Trustee (REP),Nicholas Pelton,REP,"Mt. Haley Township, Precinct 1",129
Mt. Haley Township Trustee (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",2
Porter Township Supervisor (REP),Thomas J. Corbat,REP,"Porter Township, Precinct 1",154
Porter Township Supervisor (REP),Write-in,REP,"Porter Township, Precinct 1",1
Porter Township Clerk (REP),Marianne L. Corbat,REP,"Porter Township, Precinct 1",152
Porter Township Clerk (REP),Write-in,REP,"Porter Township, Precinct 1",1
Porter Township Treasurer (REP),Pamela Garcia,REP,"Porter Township, Precinct 1",152
Porter Township Treasurer (REP),Write-in,REP,"Porter Township, Precinct 1",0
Porter Township Trustee (REP),Correy Colthorp,REP,"Porter Township, Precinct 1",130
Porter Township Trustee (REP),Nancy McCallum,REP,"Porter Township, Precinct 1",112
Porter Township Trustee (REP),Duane B. Wayer,REP,"Porter Township, Precinct 1",35
Porter Township Trustee (REP),Write-in,REP,"Porter Township, Precinct 1",0
Warren Township Supervisor (REP),Emily Burgess,REP,"Warren Township, Precinct 1",263
Warren Township Supervisor (REP),Write-in,REP,"Warren Township, Precinct 1",3
Warren Township Clerk (REP),Linda S. Anthony,REP,"Warren Township, Precinct 1",281
Warren Township Clerk (REP),Write-in,REP,"Warren Township, Precinct 1",3
Warren Township Treasurer (REP),Lyndsy Bock,REP,"Warren Township, Precinct 1",258
Warren Township Treasurer (REP),Write-in,REP,"Warren Township, Precinct 1",4
Warren Township Trustee (REP),Gerald Barber,REP,"Warren Township, Precinct 1",141
Warren Township Trustee (REP),Bella Harsh,REP,"Warren Township, Precinct 1",150
Warren Township Trustee (REP),Blaine Yeager,REP,"Warren Township, Precinct 1",199
Warren Township Trustee (REP),Write-in,REP,"Warren Township, Precinct 1",3
"City of Coleman, Precinct 1 Delegate (REP)",Write-in,REP,"City of Coleman, Precinct 1",7
"City of Midland, Precinct 1 Delegate (REP)",Brian D. Kluck,REP,"City of Midland, Precinct 1",178
"City of Midland, Precinct 1 Delegate (REP)",Luke Q. Malace,REP,"City of Midland, Precinct 1",161
"City of Midland, Precinct 1 Delegate (REP)",Craig Miller,REP,"City of Midland, Precinct 1",182
"City of Midland, Precinct 1 Delegate (REP)",Jeremy Rodgers,REP,"City of Midland, Precinct 1",184
"City of Midland, Precinct 1 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 1",3
"City of Midland, Precinct 2A Delegate (REP)",Robin Chritz,REP,"City of Midland, Precinct 2A",137
"City of Midland, Precinct 2A Delegate (REP)",Bob Davis,REP,"City of Midland, Precinct 2A",141
"City of Midland, Precinct 2A Delegate (REP)",Jeff Hert,REP,"City of Midland, Precinct 2A",137
"City of Midland, Precinct 2A Delegate (REP)",Kim Holzhauer,REP,"City of Midland, Precinct 2A",161
"City of Midland, Precinct 2A Delegate (REP)",Dennis L. Quehl,REP,"City of Midland, Precinct 2A",136
"City of Midland, Precinct 2A Delegate (REP)",Write-in,REP,"City of Midland, Precinct 2A",0
"City of Midland, Precinct 2B Delegate (REP)",Write-in,REP,"City of Midland, Precinct 2B",1
"City of Midland, Precinct 3 Delegate (REP)",Harrison Gunden,REP,"City of Midland, Precinct 3",155
"City of Midland, Precinct 3 Delegate (REP)",Kate Martin,REP,"City of Midland, Precinct 3",154
"City of Midland, Precinct 3 Delegate (REP)",Bill G. Schuette,REP,"City of Midland, Precinct 3",230
"City of Midland, Precinct 3 Delegate (REP)",Bridgit Sova,REP,"City of Midland, Precinct 3",173
"City of Midland, Precinct 3 Delegate (REP)",Joe Sova,REP,"City of Midland, Precinct 3",191
"City of Midland, Precinct 3 Delegate (REP)",Joey Storer,REP,"City of Midland, Precinct 3",157
"City of Midland, Precinct 3 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 3",5
"City of Midland, Precinct 4 Delegate (REP)",Matthew B. Ivan,REP,"City of Midland, Precinct 4",217
"City of Midland, Precinct 4 Delegate (REP)",Judith Ann Rapanos,REP,"City of Midland, Precinct 4",237
"City of Midland, Precinct 4 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 4",0
"City of Midland, Precinct 5 Delegate (REP)",Julie M. Carey,REP,"City of Midland, Precinct 5",192
"City of Midland, Precinct 5 Delegate (REP)",Ron Daniel,REP,"City of Midland, Precinct 5",151
"City of Midland, Precinct 5 Delegate (REP)",Roy C. Green,REP,"City of Midland, Precinct 5",165
"City of Midland, Precinct 5 Delegate (REP)",John F. Lynn,REP,"City of Midland, Precinct 5",167
"City of Midland, Precinct 5 Delegate (REP)",Roxann Lynn,REP,"City of Midland, Precinct 5",167
"City of Midland, Precinct 5 Delegate (REP)",Ashton Maloney,REP,"City of Midland, Precinct 5",144
"City of Midland, Precinct 5 Delegate (REP)",Michael Maloney,REP,"City of Midland, Precinct 5",159
"City of Midland, Precinct 5 Delegate (REP)",Will Rice,REP,"City of Midland, Precinct 5",125
"City of Midland, Precinct 5 Delegate (REP)",Bill Schuette,REP,"City of Midland, Precinct 5",327
"City of Midland, Precinct 5 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 5",0
"City of Midland, Precinct 6 Delegate (REP)",Kari Atkinson,REP,"City of Midland, Precinct 6",244
"City of Midland, Precinct 6 Delegate (REP)",Todd M. Gambrell,REP,"City of Midland, Precinct 6",288
"City of Midland, Precinct 6 Delegate (REP)",Jon Lauderbach,REP,"City of Midland, Precinct 6",313
"City of Midland, Precinct 6 Delegate (REP)",Cathy Leikhim,REP,"City of Midland, Precinct 6",252
"City of Midland, Precinct 6 Delegate (REP)",Dennis G. Starner,REP,"City of Midland, Precinct 6",245
"City of Midland, Precinct 6 Delegate (REP)",Doreen Starner,REP,"City of Midland, Precinct 6",232
"City of Midland, Precinct 6 Delegate (REP)",Christian Velasquez,REP,"City of Midland, Precinct 6",278
"City of Midland, Precinct 6 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 6",7
"City of Midland, Precinct 7 Delegate (REP)",Bryan W. Crosby,REP,"City of Midland, Precinct 7",286
"City of Midland, Precinct 7 Delegate (REP)",Cathy Lunsford,REP,"City of Midland, Precinct 7",274
"City of Midland, Precinct 7 Delegate (REP)",Joe Lunsford,REP,"City of Midland, Precinct 7",261
"City of Midland, Precinct 7 Delegate (REP)",Fred Queary,REP,"City of Midland, Precinct 7",256
"City of Midland, Precinct 7 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 7",3
"City of Midland, Precinct 8 Delegate (REP)",Austin Rapanos,REP,"City of Midland, Precinct 8",267
"City of Midland, Precinct 8 Delegate (REP)",Carolee Rolf,REP,"City of Midland, Precinct 8",254
"City of Midland, Precinct 8 Delegate (REP)",Fred Rolf,REP,"City of Midland, Precinct 8",267
"City of Midland, Precinct 8 Delegate (REP)",Jennifer Sanchez,REP,"City of Midland, Precinct 8",252
"City of Midland, Precinct 8 Delegate (REP)",Michelle Tschaikowsky,REP,"City of Midland, Precinct 8",237
"City of Midland, Precinct 8 Delegate (REP)",Holly Wetzel,REP,"City of Midland, Precinct 8",241
"City of Midland, Precinct 8 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 8",10
"City of Midland, Precinct 9 Delegate (REP)",Diane M. Bristol,REP,"City of Midland, Precinct 9",181
"City of Midland, Precinct 9 Delegate (REP)",Luke Derheim,REP,"City of Midland, Precinct 9",164
"City of Midland, Precinct 9 Delegate (REP)",Annette Glenn,REP,"City of Midland, Precinct 9",230
"City of Midland, Precinct 9 Delegate (REP)",William C. Lauderbach,REP,"City of Midland, Precinct 9",203
"City of Midland, Precinct 9 Delegate (REP)",John Levy,REP,"City of Midland, Precinct 9",181
"City of Midland, Precinct 9 Delegate (REP)",John C. Marvin,REP,"City of Midland, Precinct 9",159
"City of Midland, Precinct 9 Delegate (REP)",Chris Moultrup,REP,"City of Midland, Precinct 9",181
"City of Midland, Precinct 9 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 9",0
"City of Midland, Precinct 10 Delegate (REP)",Christina Egan,REP,"City of Midland, Precinct 10",261
"City of Midland, Precinct 10 Delegate (REP)",Jeffrey Glen Holzhausen,REP,"City of Midland, Precinct 10",266
"City of Midland, Precinct 10 Delegate (REP)",Rodney Kloha,REP,"City of Midland, Precinct 10",275
"City of Midland, Precinct 10 Delegate (REP)",Vicki Kloha,REP,"City of Midland, Precinct 10",262
"City of Midland, Precinct 10 Delegate (REP)",Aaron M. Majorana,REP,"City of Midland, Precinct 10",243
"City of Midland, Precinct 10 Delegate (REP)",Jennifer C. Majorana,REP,"City of Midland, Precinct 10",243
"City of Midland, Precinct 10 Delegate (REP)",Jackie Medema,REP,"City of Midland, Precinct 10",272
"City of Midland, Precinct 10 Delegate (REP)",Write-in,REP,"City of Midland, Precinct 10",4
"Edenville Township, Precinct 1 Delegate (REP)",Melissa J. Anderson,REP,"Edenville Township, Precinct 1",308
"Edenville Township, Precinct 1 Delegate (REP)",Kimberly Gaskell,REP,"Edenville Township, Precinct 1",349
"Edenville Township, Precinct 1 Delegate (REP)",Terrance A. Hall Jr.,REP,"Edenville Township, Precinct 1",276
"Edenville Township, Precinct 1 Delegate (REP)",Carter Houtman,REP,"Edenville Township, Precinct 1",287
"Edenville Township, Precinct 1 Delegate (REP)",Deborah S. Moore,REP,"Edenville Township, Precinct 1",294
"Edenville Township, Precinct 1 Delegate (REP)",Jeanette M. Snyder,REP,"Edenville Township, Precinct 1",365
"Edenville Township, Precinct 1 Delegate (REP)",Write-in,REP,"Edenville Township, Precinct 1",28
"Geneva Township, Precinct 1 Delegate (REP)",Carolyn Whitmore,REP,"Geneva Township, Precinct 1",140
"Geneva Township, Precinct 1 Delegate (REP)",Write-in,REP,"Geneva Township, Precinct 1",2
"Greendale Township, Precinct 1 Delegate (REP)",Write-in,REP,"Greendale Township, Precinct 1",3
"Homer Township, Precinct 1 Delegate (REP)",Robert E. Bourne,REP,"Homer Township, Precinct 1",89
"Homer Township, Precinct 1 Delegate (REP)",Gregory E. Crawford,REP,"Homer Township, Precinct 1",86
"Homer Township, Precinct 1 Delegate (REP)",Jake Howard,REP,"Homer Township, Precinct 1",77
"Homer Township, Precinct 1 Delegate (REP)",Write-in,REP,"Homer Township, Precinct 1",0
"Homer Township, Precinct 2 Delegate (REP)",Bill Domina,REP,"Homer Township, Precinct 2",108
"Homer Township, Precinct 2 Delegate (REP)",Caleb Hortop,REP,"Homer Township, Precinct 2",98
"Homer Township, Precinct 2 Delegate (REP)",Lindsay Hortop,REP,"Homer Township, Precinct 2",101
"Homer Township, Precinct 2 Delegate (REP)",Write-in,REP,"Homer Township, Precinct 2",0
"Homer Township, Precinct 3 Delegate (REP)",Steve Glaser,REP,"Homer Township, Precinct 3",114
"Homer Township, Precinct 3 Delegate (REP)",John A. Pruiett,REP,"Homer Township, Precinct 3",97
"Homer Township, Precinct 3 Delegate (REP)",Ginny Schuelke,REP,"Homer Township, Precinct 3",86
"Homer Township, Precinct 3 Delegate (REP)",Angela Wojda-Stamas,REP,"Homer Township, Precinct 3",107
"Homer Township, Precinct 3 Delegate (REP)",Dawn M. Woods,REP,"Homer Township, Precinct 3",90
"Homer Township, Precinct 3 Delegate (REP)",Write-in,REP,"Homer Township, Precinct 3",4
"Hope Township, Precinct 1 Delegate (REP)",James Hughes,REP,"Hope Township, Precinct 1",174
"Hope Township, Precinct 1 Delegate (REP)",Marinell Schafer,REP,"Hope Township, Precinct 1",150
"Hope Township, Precinct 1 Delegate (REP)",Write-in,REP,"Hope Township, Precinct 1",6
"Ingersoll Township, Precinct 1 Delegate (REP)",Robert Dvorak,REP,"Ingersoll Township, Precinct 1",119
"Ingersoll Township, Precinct 1 Delegate (REP)",Valerie Dvorak,REP,"Ingersoll Township, Precinct 1",107
"Ingersoll Township, Precinct 1 Delegate (REP)",Charles Tabb,REP,"Ingersoll Township, Precinct 1",114
"Ingersoll Township, Precinct 1 Delegate (REP)",Mary Ann Tabb,REP,"Ingersoll Township, Precinct 1",120
"Ingersoll Township, Precinct 1 Delegate (REP)",Write-in,REP,"Ingersoll Township, Precinct 1",12
"Ingersoll Township, Precinct 2 Delegate (REP)",Gaye Terwillegar,REP,"Ingersoll Township, Precinct 2",99
"Ingersoll Township, Precinct 2 Delegate (REP)",Write-in,REP,"Ingersoll Township, Precinct 2",1
"Jasper Township, Precinct 1 Delegate (REP)",Write-in,REP,"Jasper Township, Precinct 1",2
"Jerome Township, Precinct 1 Delegate (REP)",Amanda Oster,REP,"Jerome Township, Precinct 1",276
"Jerome Township, Precinct 1 Delegate (REP)",Write-in,REP,"Jerome Township, Precinct 1",7
"Jerome Township, Precinct 2 Delegate (REP)",Evan M. Burdick,REP,"Jerome Township, Precinct 2",206
"Jerome Township, Precinct 2 Delegate (REP)",Grant Halazon,REP,"Jerome Township, Precinct 2",172
"Jerome Township, Precinct 2 Delegate (REP)",Scott Holzinger,REP,"Jerome Township, Precinct 2",283
"Jerome Township, Precinct 2 Delegate (REP)",Laura E. Norcutt,REP,"Jerome Township, Precinct 2",185
"Jerome Township, Precinct 2 Delegate (REP)",Andrew Reder,REP,"Jerome Township, Precinct 2",183
"Jerome Township, Precinct 2 Delegate (REP)",Write-in,REP,"Jerome Township, Precinct 2",2
"Larkin Township, Precinct 1 Delegate (REP)",Belinda Blasy,REP,"Larkin Township, Precinct 1",186
"Larkin Township, Precinct 1 Delegate (REP)",Brad D. Blasy,REP,"Larkin Township, Precinct 1",199
"Larkin Township, Precinct 1 Delegate (REP)",Brenda Cesaretti,REP,"Larkin Township, Precinct 1",166
"Larkin Township, Precinct 1 Delegate (REP)",Rick Cesaretti,REP,"Larkin Township, Precinct 1",164
"Larkin Township, Precinct 1 Delegate (REP)",Jon Lynch,REP,"Larkin Township, Precinct 1",186
"Larkin Township, Precinct 1 Delegate (REP)",Tina Lynch,REP,"Larkin Township, Precinct 1",176
"Larkin Township, Precinct 1 Delegate (REP)",Write-in,REP,"Larkin Township, Precinct 1",6
"Larkin Township, Precinct 2 Delegate (REP)",Mark Bone,REP,"Larkin Township, Precinct 2",176
"Larkin Township, Precinct 2 Delegate (REP)",Mary Draves,REP,"Larkin Township, Precinct 2",127
"Larkin Township, Precinct 2 Delegate (REP)",Todd Draves,REP,"Larkin Township, Precinct 2",137
"Larkin Township, Precinct 2 Delegate (REP)",Charlee Simanskey,REP,"Larkin Township, Precinct 2",144
"Larkin Township, Precinct 2 Delegate (REP)",Jill Sklenar,REP,"Larkin Township, Precinct 2",143
"Larkin Township, Precinct 2 Delegate (REP)",Write-in,REP,"Larkin Township, Precinct 2",5
"Larkin Township, Precinct 3 Delegate (REP)",Cheryl Duncan,REP,"Larkin Township, Precinct 3",115
"Larkin Township, Precinct 3 Delegate (REP)",Jim Duncan,REP,"Larkin Township, Precinct 3",118
"Larkin Township, Precinct 3 Delegate (REP)",Linda M. Horbal,REP,"Larkin Township, Precinct 3",132
"Larkin Township, Precinct 3 Delegate (REP)",Michael Love,REP,"Larkin Township, Precinct 3",136
"Larkin Township, Precinct 3 Delegate (REP)",Write-in,REP,"Larkin Township, Precinct 3",0
"Lee Township, Precinct 1 Delegate (REP)",Write-in,REP,"Lee Township, Precinct 1",7
"Lee Township, Precinct 2 Delegate (REP)",Laura Dawson,REP,"Lee Township, Precinct 2",174
"Lee Township, Precinct 2 Delegate (REP)",Dawn M. Dubay,REP,"Lee Township, Precinct 2",122
"Lee Township, Precinct 2 Delegate (REP)",Carolyn A. Langlois,REP,"Lee Township, Precinct 2",116
"Lee Township, Precinct 2 Delegate (REP)",Write-in,REP,"Lee Township, Precinct 2",0
"Lincoln Township, Precinct 1 Delegate (REP)",Matthew Buczek,REP,"Lincoln Township, Precinct 1",208
"Lincoln Township, Precinct 1 Delegate (REP)",Anne VanHulle,REP,"Lincoln Township, Precinct 1",198
"Lincoln Township, Precinct 1 Delegate (REP)",Mark Zimmerman,REP,"Lincoln Township, Precinct 1",254
"Lincoln Township, Precinct 1 Delegate (REP)",Write-in,REP,"Lincoln Township, Precinct 1",5
"Midland Township, Precinct 1 Delegate (REP)",Kenneth D. Mault,REP,"Midland Township, Precinct 1",134
"Midland Township, Precinct 1 Delegate (REP)",Jim Stamas,REP,"Midland Township, Precinct 1",202
"Midland Township, Precinct 1 Delegate (REP)",Write-in,REP,"Midland Township, Precinct 1",1
"Mills Township, Precinct 1 Delegate (REP)",Myron Greene,REP,"Mills Township, Precinct 1",200
"Mills Township, Precinct 1 Delegate (REP)",Tamara Myers-Greene,REP,"Mills Township, Precinct 1",153
"Mills Township, Precinct 1 Delegate (REP)",Janet Schachtner,REP,"Mills Township, Precinct 1",136
"Mills Township, Precinct 1 Delegate (REP)",Write-in,REP,"Mills Township, Precinct 1",4
"Mt. Haley Township, Precinct 1 Delegate (REP)",John Blackson,REP,"Mt. Haley Township, Precinct 1",130
"Mt. Haley Township, Precinct 1 Delegate (REP)",Marcia Blackson,REP,"Mt. Haley Township, Precinct 1",125
"Mt. Haley Township, Precinct 1 Delegate (REP)",Write-in,REP,"Mt. Haley Township, Precinct 1",0
"Porter Township, Precinct 1 Delegate (REP)",Tiffany Marie Souders,REP,"Porter Township, Precinct 1",135
"Porter Township, Precinct 1 Delegate (REP)",Write-in,REP,"Porter Township, Precinct 1",2
"Warren Township, Precinct 1 Delegate (REP)",Jenny Anway,REP,"Warren Township, Precinct 1",209
"Warren Township, Precinct 1 Delegate (REP)",Stanley Anway,REP,"Warren Township, Precinct 1",183
"Warren Township, Precinct 1 Delegate (REP)",Write-in,REP,"Warren Township, Precinct 1",7
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Coleman, Precinct 1",150
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Coleman, Precinct 1",26
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 1",579
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 1",89
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 2A",429
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 2A",66
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 3",532
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 3",101
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 4",829
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 4",99
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 5",718
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 5",88
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 6",838
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 6",96
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 7",878
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 7",92
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 8",870
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 8",92
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 9",775
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 9",76
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"City of Midland, Precinct 10",895
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"City of Midland, Precinct 10",97
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Edenville Township, Precinct 1",592
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Edenville Township, Precinct 1",167
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Geneva Township, Precinct 1",211
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Geneva Township, Precinct 1",68
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Greendale Township, Precinct 1",220
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Greendale Township, Precinct 1",103
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Homer Township, Precinct 1",241
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Homer Township, Precinct 1",39
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Homer Township, Precinct 2",196
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Homer Township, Precinct 2",44
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Homer Township, Precinct 3",298
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Homer Township, Precinct 3",47
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Hope Township, Precinct 1",315
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Hope Township, Precinct 1",77
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 1",240
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 1",64
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Ingersoll Township, Precinct 2",172
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Ingersoll Township, Precinct 2",63
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Jasper Township, Precinct 1",227
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Jasper Township, Precinct 1",57
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 1",473
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Jerome Township, Precinct 1",100
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Jerome Township, Precinct 2",433
9-1-1 Central Dispatch Millage Renewal Proposal,No,,"Jerome Township, Precinct 2",113
9-1-1 Central Dispatch Millage Renewal Proposal,Yes,,"Larkin Township, Precinct 1",384
