Contest,Candidate,Party,Precinct,Votes
County Register of Deeds (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
County Register of Deeds (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Register of Deeds (DEM),Write-in,DEM,"Lilley Township, Precinct 1",7
County Register of Deeds (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Register of Deeds (DEM),Write-in,DEM,"Merrill Township, Precinct 1",9
County Register of Deeds (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Register of Deeds (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
County Register of Deeds (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",6
County Register of Deeds (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Register of Deeds (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Register of Deeds (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",5
County Drain Commissioner (DEM),Write-in,DEM,"City of Fremont, Precinct 1",11
County Drain Commissioner (DEM),Write-in,DEM,"City of Fremont, Precinct 2",9
County Drain Commissioner (DEM),Write-in,DEM,"City of Grant, Precinct 1",4
County Drain Commissioner (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",14
County Drain Commissioner (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Drain Commissioner (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Drain Commissioner (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Drain Commissioner (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Drain Commissioner (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",16
County Drain Commissioner (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",17
County Drain Commissioner (DEM),Write-in,DEM,"Brooks Township, Precinct 1",18
County Drain Commissioner (DEM),Write-in,DEM,"Croton Township, Precinct 1",27
County Drain Commissioner (DEM),Write-in,DEM,"Dayton Township, Precinct 1",7
County Drain Commissioner (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Drain Commissioner (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Drain Commissioner (DEM),Write-in,DEM,"Everett Township, Precinct 1",12
County Drain Commissioner (DEM),Write-in,DEM,"Garfield Township, Precinct 1",9
County Drain Commissioner (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
County Drain Commissioner (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
County Drain Commissioner (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Drain Commissioner (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
County Drain Commissioner (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Drain Commissioner (DEM),Write-in,DEM,"Merrill Township, Precinct 1",8
County Drain Commissioner (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Drain Commissioner (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
County Drain Commissioner (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",6
County Drain Commissioner (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Drain Commissioner (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Drain Commissioner (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",4
County Commissioner 1st District (DEM),Write-in,DEM,"City of Fremont, Precinct 1",14
County Commissioner 1st District (DEM),Write-in,DEM,"Beaver Township, Precinct 1",1
County Commissioner 1st District (DEM),Write-in,DEM,"Dayton Township, Precinct 1",11
County Commissioner 1st District (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Commissioner 1st District (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
County Commissioner 2nd District (DEM),Write-in,DEM,"City of Fremont, Precinct 2",9
County Commissioner 2nd District (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",19
County Commissioner 2nd District (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",5
County Commissioner 3rd District (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Commissioner 3rd District (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Commissioner 3rd District (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Commissioner 3rd District (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
County Commissioner 3rd District (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Commissioner 3rd District (DEM),Write-in,DEM,"Merrill Township, Precinct 1",7
County Commissioner 3rd District (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Commissioner 3rd District (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
County Commissioner 3rd District (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",4
County Commissioner 4th District (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",14
County Commissioner 4th District (DEM),Write-in,DEM,"Everett Township, Precinct 1",17
County Commissioner 4th District (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
County Commissioner 4th District (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Commissioner 5th District (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",12
County Commissioner 5th District (DEM),Write-in,DEM,"Brooks Township, Precinct 1",16
County Commissioner 5th District (DEM),Write-in,DEM,"Garfield Township, Precinct 1",7
County Commissioner 6th District (DEM),Write-in,DEM,"Brooks Township, Precinct 1",5
County Commissioner 6th District (DEM),Write-in,DEM,"Croton Township, Precinct 1",27
County Commissioner 6th District (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Commissioner 7th District (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Commissioner 7th District (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Commissioner 7th District (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
Ashland Township Supervisor (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
Ashland Township Clerk (DEM),Write-in,DEM,"Ashland Township, Precinct 1",8
Ashland Township Treasurer (DEM),Write-in,DEM,"Ashland Township, Precinct 1",7
Ashland Township Trustee (DEM),Write-in,DEM,"Ashland Township, Precinct 1",12
Barton Township Supervisor (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
Barton Township Clerk (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
Barton Township Treasurer (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
Barton Township Trustee (DEM),Write-in,DEM,"Barton Township, Precinct 1",2
Beaver Township Supervisor (DEM),Write-in,DEM,"Beaver Township, Precinct 1",1
Beaver Township Clerk (DEM),Write-in,DEM,"Beaver Township, Precinct 1",1
Beaver Township Treasurer (DEM),Write-in,DEM,"Beaver Township, Precinct 1",1
Beaver Township Trustee (DEM),Gene Knapp,DEM,"Beaver Township, Precinct 1",14
Beaver Township Trustee (DEM),Write-in,DEM,"Beaver Township, Precinct 1",0
Big Prairie Township Supervisor (DEM),Reuben Tucker,DEM,"Big Prairie Township, Precinct 1",93
Big Prairie Township Supervisor (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",2
Big Prairie Township Clerk (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",14
Big Prairie Township Treasurer (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",15
Big Prairie Township Trustee (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",18
Big Prairie Township Park Commissioner (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",29
Bridgeton Township Supervisor (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",19
Bridgeton Township Clerk (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",19
Bridgeton Township Treasurer (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",19
Bridgeton Township Trustee (DEM),Peggy Herman-Hinton,DEM,"Bridgeton Township, Precinct 1",60
Bridgeton Township Trustee (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",1
Brooks Township Supervisor (DEM),Write-in,DEM,"Brooks Township, Precinct 1",20
Brooks Township Clerk (DEM),Write-in,DEM,"Brooks Township, Precinct 1",21
Brooks Township Treasurer (DEM),Write-in,DEM,"Brooks Township, Precinct 1",20
Brooks Township Trustee (DEM),Write-in,DEM,"Brooks Township, Precinct 1",29
Croton Township Supervisor (DEM),Write-in,DEM,"Croton Township, Precinct 1",26
Croton Township Clerk (DEM),Write-in,DEM,"Croton Township, Precinct 1",26
Croton Township Treasurer (DEM),Write-in,DEM,"Croton Township, Precinct 1",25
Croton Township Trustee (DEM),Write-in,DEM,"Croton Township, Precinct 1",34
Dayton Township Supervisor (DEM),Write-in,DEM,"Dayton Township, Precinct 1",10
Dayton Township Clerk (DEM),Write-in,DEM,"Dayton Township, Precinct 1",10
Dayton Township Treasurer (DEM),Write-in,DEM,"Dayton Township, Precinct 1",10
Dayton Township Trustee (DEM),Write-in,DEM,"Dayton Township, Precinct 1",14
Denver Township Supervisor (DEM),Write-in,DEM,"Denver Township, Precinct 1",13
Denver Township Clerk (DEM),Write-in,DEM,"Denver Township, Precinct 1",13
Denver Township Treasurer (DEM),Write-in,DEM,"Denver Township, Precinct 1",13
Denver Township Trustee (DEM),Jeff Rumsey Sr.,DEM,"Denver Township, Precinct 1",81
Denver Township Trustee (DEM),Write-in,DEM,"Denver Township, Precinct 1",1
Ensley Township Supervisor (DEM),Write-in,DEM,"Ensley Township, Precinct 1",6
Ensley Township Clerk (DEM),Write-in,DEM,"Ensley Township, Precinct 1",6
Ensley Township Treasurer (DEM),Write-in,DEM,"Ensley Township, Precinct 1",6
Ensley Township Trustee (DEM),Write-in,DEM,"Ensley Township, Precinct 1",9
Everett Township Supervisor (DEM),Write-in,DEM,"Everett Township, Precinct 1",15
Everett Township Clerk (DEM),Write-in,DEM,"Everett Township, Precinct 1",14
Everett Township Treasurer (DEM),Brandy Fleming,DEM,"Everett Township, Precinct 1",68
Everett Township Treasurer (DEM),Write-in,DEM,"Everett Township, Precinct 1",0
Everett Township Trustee (DEM),Write-in,DEM,"Everett Township, Precinct 1",18
Garfield Township Supervisor (DEM),Write-in,DEM,"Garfield Township, Precinct 1",7
Garfield Township Clerk (DEM),Write-in,DEM,"Garfield Township, Precinct 1",7
Garfield Township Treasurer (DEM),Write-in,DEM,"Garfield Township, Precinct 1",7
Garfield Township Trustee (DEM),Write-in,DEM,"Garfield Township, Precinct 1",12
Goodwell Township Supervisor (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
Goodwell Township Clerk (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
Goodwell Township Treasurer (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
Goodwell Township Trustee (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",2
Grant Township Supervisor (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
Grant Township Clerk (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
Grant Township Treasurer (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
Grant Township Trustee (DEM),Write-in,DEM,"Grant Township, Precinct 1",11
Home Township Supervisor (DEM),Write-in,DEM,"Home Township, Precinct 1",2
Home Township Clerk (DEM),Write-in,DEM,"Home Township, Precinct 1",2
Home Township Treasurer (DEM),Write-in,DEM,"Home Township, Precinct 1",2
Home Township Trustee (DEM),Write-in,DEM,"Home Township, Precinct 1",4
Lilley Township Supervisor (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
Lilley Township Clerk (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
Lilley Township Treasurer (DEM),Write-in,DEM,"Lilley Township, Precinct 1",5
Lilley Township Trustee (DEM),Judith Hoving,DEM,"Lilley Township, Precinct 1",41
Lilley Township Trustee (DEM),Write-in,DEM,"Lilley Township, Precinct 1",1
Lincoln Township Supervisor (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
Lincoln Township Clerk (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
Lincoln Township Treasurer (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
Lincoln Township Trustee (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
Merrill Township Supervisor (DEM),Write-in,DEM,"Merrill Township, Precinct 1",8
Merrill Township Clerk (DEM),Tabatha Glezman,DEM,"Merrill Township, Precinct 1",46
Merrill Township Clerk (DEM),Write-in,DEM,"Merrill Township, Precinct 1",0
Merrill Township Treasurer (DEM),Leslie Anderson,DEM,"Merrill Township, Precinct 1",42
Merrill Township Treasurer (DEM),Write-in,DEM,"Merrill Township, Precinct 1",2
Merrill Township Trustee (DEM),Eric J. Anderson,DEM,"Merrill Township, Precinct 1",22
Merrill Township Trustee (DEM),Michael St. Amour,DEM,"Merrill Township, Precinct 1",13
Merrill Township Trustee (DEM),Venola Walton-Stanciel,DEM,"Merrill Township, Precinct 1",46
Merrill Township Trustee (DEM),Write-in,DEM,"Merrill Township, Precinct 1",0
Monroe Township Supervisor (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Monroe Township Clerk (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Monroe Township Treasurer (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Monroe Township Trustee (DEM),Gretchen Ochs,DEM,"Monroe Township, Precinct 1",14
Monroe Township Trustee (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Norwich Township Supervisor (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
Norwich Township Clerk (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
Norwich Township Treasurer (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
Norwich Township Trustee (DEM),Stephanie Morgan,DEM,"Norwich Township, Precinct 1",28
Norwich Township Trustee (DEM),Write-in,DEM,"Norwich Township, Precinct 1",0
Sheridan Charter Township Supervisor (DEM),Peter L. Lance,DEM,"Sheridan Charter Township, Precinct 1",89
Sheridan Charter Township Supervisor (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",0
Sheridan Charter Township Clerk (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",5
Sheridan Charter Township Treasurer (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",7
Sheridan Charter Township Trustee (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",16
Sherman Township Supervisor (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
Sherman Township Clerk (DEM),Write-in,DEM,"Sherman Township, Precinct 1",5
Sherman Township Treasurer (DEM),Write-in,DEM,"Sherman Township, Precinct 1",4
Sherman Township Trustee (DEM),Write-in,DEM,"Sherman Township, Precinct 1",7
Troy Township Supervisor (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Troy Township Clerk (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Troy Township Treasurer (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Troy Township Trustee (DEM),Tina M. Hill,DEM,"Troy Township, Precinct 1",5
Troy Township Trustee (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Wilcox Township Supervisor (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",4
Wilcox Township Clerk (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",4
Wilcox Township Treasurer (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",4
Wilcox Township Trustee (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",5
Ashland Township Precinct 1 Precinct Delegate (DEM),Dallas Dean Jr.,DEM,"Ashland Township, Precinct 1",64
Ashland Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Ashland Township, Precinct 1",0
Barton Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Barton Township, Precinct 1",2
Beaver Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Beaver Township, Precinct 1",1
Big Prairie Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",34
Bridgeton Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",33
Brooks Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Brooks Township, Precinct 1",68
City of Fremont Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"City of Fremont, Precinct 1",33
City of Fremont Precinct 2 Precinct Delegate (DEM),Write-in,DEM,"City of Fremont, Precinct 2",19
City of Grant Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"City of Grant, Precinct 1",6
City of Newaygo Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",28
City of White Cloud Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",9
Croton Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Croton Township, Precinct 1",87
Dayton Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Dayton Township, Precinct 1",18
Denver Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Denver Township, Precinct 1",15
Ensley Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Ensley Township, Precinct 1",20
Everett Township Precinct 1 Precinct Delegate (DEM),Stanley Opal,DEM,"Everett Township, Precinct 1",68
Everett Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Everett Township, Precinct 1",3
Garfield Township Precinct 1 Precinct Delegate (DEM),Gary Timmer,DEM,"Garfield Township, Precinct 1",47
Garfield Township Precinct 1 Precinct Delegate (DEM),Jan F. Walsh,DEM,"Garfield Township, Precinct 1",56
Garfield Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Garfield Township, Precinct 1",0
Goodwell Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",2
Grant Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Grant Township, Precinct 1",9
Home Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Home Township, Precinct 1",2
Lilley Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Lilley Township, Precinct 1",10
Lilley Township Precinct 1 Precinct Delegate (DEM),Steven Rodney Shelton,DEM,"Lilley Township, Precinct 1",2
Lincoln Township Precinct 1 Precinct Delegate (DEM),Cindy Lowe,DEM,"Lincoln Township, Precinct 1",52
Lincoln Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",0
Merrill Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Merrill Township, Precinct 1",10
Monroe Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Norwich Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
Sheridan Charter Township Precinct 1 Precinct Delegate (DEM),Christopher Wilson,DEM,"Sheridan Charter Township, Precinct 1",79
Sheridan Charter Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",8
Sherman Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Sherman Township, Precinct 1",11
Troy Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Wilcox Township Precinct 1 Precinct Delegate (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",5
United States Senator for State (REP),Justin Amash,REP,"City of Fremont, Precinct 1",111
United States Senator for State (REP),Sherry O'Donnell,REP,"City of Fremont, Precinct 1",43
United States Senator for State (REP),Sandy Pensler,REP,"City of Fremont, Precinct 1",25
United States Senator for State (REP),Mike Rogers,REP,"City of Fremont, Precinct 1",166
United States Senator for State (REP),Write-in,REP,"City of Fremont, Precinct 1",2
United States Senator for State (REP),Justin Amash,REP,"City of Fremont, Precinct 2",62
United States Senator for State (REP),Sherry O'Donnell,REP,"City of Fremont, Precinct 2",53
United States Senator for State (REP),Sandy Pensler,REP,"City of Fremont, Precinct 2",25
United States Senator for State (REP),Mike Rogers,REP,"City of Fremont, Precinct 2",163
United States Senator for State (REP),Write-in,REP,"City of Fremont, Precinct 2",0
United States Senator for State (REP),Justin Amash,REP,"City of Grant, Precinct 1",34
United States Senator for State (REP),Sherry O'Donnell,REP,"City of Grant, Precinct 1",22
United States Senator for State (REP),Sandy Pensler,REP,"City of Grant, Precinct 1",7
United States Senator for State (REP),Mike Rogers,REP,"City of Grant, Precinct 1",44
United States Senator for State (REP),Write-in,REP,"City of Grant, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"City of Newaygo, Precinct 1",74
United States Senator for State (REP),Sherry O'Donnell,REP,"City of Newaygo, Precinct 1",40
United States Senator for State (REP),Sandy Pensler,REP,"City of Newaygo, Precinct 1",16
United States Senator for State (REP),Mike Rogers,REP,"City of Newaygo, Precinct 1",134
United States Senator for State (REP),Write-in,REP,"City of Newaygo, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"City of White Cloud, Precinct 1",70
United States Senator for State (REP),Sherry O'Donnell,REP,"City of White Cloud, Precinct 1",30
United States Senator for State (REP),Sandy Pensler,REP,"City of White Cloud, Precinct 1",15
United States Senator for State (REP),Mike Rogers,REP,"City of White Cloud, Precinct 1",80
United States Senator for State (REP),Write-in,REP,"City of White Cloud, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Ashland Township, Precinct 1",105
United States Senator for State (REP),Sherry O'Donnell,REP,"Ashland Township, Precinct 1",82
United States Senator for State (REP),Sandy Pensler,REP,"Ashland Township, Precinct 1",14
United States Senator for State (REP),Mike Rogers,REP,"Ashland Township, Precinct 1",171
United States Senator for State (REP),Write-in,REP,"Ashland Township, Precinct 1",2
United States Senator for State (REP),Justin Amash,REP,"Barton Township, Precinct 1",20
United States Senator for State (REP),Sherry O'Donnell,REP,"Barton Township, Precinct 1",10
United States Senator for State (REP),Sandy Pensler,REP,"Barton Township, Precinct 1",11
United States Senator for State (REP),Mike Rogers,REP,"Barton Township, Precinct 1",55
United States Senator for State (REP),Write-in,REP,"Barton Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Beaver Township, Precinct 1",6
United States Senator for State (REP),Sherry O'Donnell,REP,"Beaver Township, Precinct 1",10
United States Senator for State (REP),Sandy Pensler,REP,"Beaver Township, Precinct 1",3
United States Senator for State (REP),Mike Rogers,REP,"Beaver Township, Precinct 1",28
United States Senator for State (REP),Write-in,REP,"Beaver Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Big Prairie Township, Precinct 1",78
United States Senator for State (REP),Sherry O'Donnell,REP,"Big Prairie Township, Precinct 1",33
United States Senator for State (REP),Sandy Pensler,REP,"Big Prairie Township, Precinct 1",21
United States Senator for State (REP),Mike Rogers,REP,"Big Prairie Township, Precinct 1",154
United States Senator for State (REP),Write-in,REP,"Big Prairie Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Bridgeton Township, Precinct 1",66
United States Senator for State (REP),Sherry O'Donnell,REP,"Bridgeton Township, Precinct 1",49
United States Senator for State (REP),Sandy Pensler,REP,"Bridgeton Township, Precinct 1",20
United States Senator for State (REP),Mike Rogers,REP,"Bridgeton Township, Precinct 1",173
United States Senator for State (REP),Write-in,REP,"Bridgeton Township, Precinct 1",2
United States Senator for State (REP),Justin Amash,REP,"Brooks Township, Precinct 1",192
United States Senator for State (REP),Sherry O'Donnell,REP,"Brooks Township, Precinct 1",87
United States Senator for State (REP),Sandy Pensler,REP,"Brooks Township, Precinct 1",81
United States Senator for State (REP),Mike Rogers,REP,"Brooks Township, Precinct 1",377
United States Senator for State (REP),Write-in,REP,"Brooks Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Croton Township, Precinct 1",161
United States Senator for State (REP),Sherry O'Donnell,REP,"Croton Township, Precinct 1",63
United States Senator for State (REP),Sandy Pensler,REP,"Croton Township, Precinct 1",30
United States Senator for State (REP),Mike Rogers,REP,"Croton Township, Precinct 1",360
United States Senator for State (REP),Write-in,REP,"Croton Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Dayton Township, Precinct 1",124
United States Senator for State (REP),Sherry O'Donnell,REP,"Dayton Township, Precinct 1",43
United States Senator for State (REP),Sandy Pensler,REP,"Dayton Township, Precinct 1",22
United States Senator for State (REP),Mike Rogers,REP,"Dayton Township, Precinct 1",193
United States Senator for State (REP),Write-in,REP,"Dayton Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Denver Township, Precinct 1",30
United States Senator for State (REP),Sherry O'Donnell,REP,"Denver Township, Precinct 1",40
United States Senator for State (REP),Sandy Pensler,REP,"Denver Township, Precinct 1",14
United States Senator for State (REP),Mike Rogers,REP,"Denver Township, Precinct 1",106
United States Senator for State (REP),Write-in,REP,"Denver Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Ensley Township, Precinct 1",106
United States Senator for State (REP),Sherry O'Donnell,REP,"Ensley Township, Precinct 1",50
United States Senator for State (REP),Sandy Pensler,REP,"Ensley Township, Precinct 1",25
United States Senator for State (REP),Mike Rogers,REP,"Ensley Township, Precinct 1",232
United States Senator for State (REP),Write-in,REP,"Ensley Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Everett Township, Precinct 1",85
United States Senator for State (REP),Sherry O'Donnell,REP,"Everett Township, Precinct 1",44
United States Senator for State (REP),Sandy Pensler,REP,"Everett Township, Precinct 1",26
United States Senator for State (REP),Mike Rogers,REP,"Everett Township, Precinct 1",172
United States Senator for State (REP),Write-in,REP,"Everett Township, Precinct 1",3
United States Senator for State (REP),Justin Amash,REP,"Garfield Township, Precinct 1",124
United States Senator for State (REP),Sherry O'Donnell,REP,"Garfield Township, Precinct 1",55
United States Senator for State (REP),Sandy Pensler,REP,"Garfield Township, Precinct 1",24
United States Senator for State (REP),Mike Rogers,REP,"Garfield Township, Precinct 1",197
United States Senator for State (REP),Write-in,REP,"Garfield Township, Precinct 1",3
United States Senator for State (REP),Justin Amash,REP,"Goodwell Township, Precinct 1",34
United States Senator for State (REP),Sherry O'Donnell,REP,"Goodwell Township, Precinct 1",14
United States Senator for State (REP),Sandy Pensler,REP,"Goodwell Township, Precinct 1",5
United States Senator for State (REP),Mike Rogers,REP,"Goodwell Township, Precinct 1",58
United States Senator for State (REP),Write-in,REP,"Goodwell Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Grant Township, Precinct 1",104
United States Senator for State (REP),Sherry O'Donnell,REP,"Grant Township, Precinct 1",100
United States Senator for State (REP),Sandy Pensler,REP,"Grant Township, Precinct 1",39
United States Senator for State (REP),Mike Rogers,REP,"Grant Township, Precinct 1",210
United States Senator for State (REP),Write-in,REP,"Grant Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Home Township, Precinct 1",8
United States Senator for State (REP),Sherry O'Donnell,REP,"Home Township, Precinct 1",10
United States Senator for State (REP),Sandy Pensler,REP,"Home Township, Precinct 1",2
United States Senator for State (REP),Mike Rogers,REP,"Home Township, Precinct 1",30
United States Senator for State (REP),Write-in,REP,"Home Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Lilley Township, Precinct 1",31
United States Senator for State (REP),Sherry O'Donnell,REP,"Lilley Township, Precinct 1",8
United States Senator for State (REP),Sandy Pensler,REP,"Lilley Township, Precinct 1",10
United States Senator for State (REP),Mike Rogers,REP,"Lilley Township, Precinct 1",69
United States Senator for State (REP),Write-in,REP,"Lilley Township, Precinct 1",0
United States Senator for State (REP),Justin Amash,REP,"Lincoln Township, Precinct 1",53
United States Senator for State (REP),Sherry O'Donnell,REP,"Lincoln Township, Precinct 1",45
United States Senator for State (REP),Sandy Pensler,REP,"Lincoln Township, Precinct 1",28
United States Senator for State (REP),Mike Rogers,REP,"Lincoln Township, Precinct 1",110
United States Senator for State (REP),Write-in,REP,"Lincoln Township, Precinct 1",1
United States Senator for State (REP),Justin Amash,REP,"Merrill Township, Precinct 1",26
United States Senator for State (REP),Sherry O'Donnell,REP,"Merrill Township, Precinct 1",14
United States Senator for State (REP),Sandy Pensler,REP,"Merrill Township, Precinct 1",11
United States Senator for State (REP),Mike Rogers,REP,"Merrill Township, Precinct 1",76
